,sentence_id,source,target
977,494850:2,I wish they would change back to what it was before.,Ojalá volvieran a ser lo que era antes.
978,494850:3,The food now is inconsistent.,La comida ahora es inconsistente.
979,496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,Este es el tipo de lugar al que le gustaría llevar a todos sus amigos y aun así mantener un secreto.
980,496132:1,The setting is casual and romantic.,El entorno es informal y romántico.
981,496132:2,Prices are very good.,Los precios son muy buenos.
982,496132:3,The food is excellent! ,¡La comida es excelente!
983,496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!","si eres atrevida, prueba el vinagre balsámico sobre helado, ¡es maravilloso!"
984,498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.","No consiga las hamburguesas Go Go, no importa lo que digan las críticas."
985,498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"Eran una estafa ($ 8,95 por cuatro pequeñas empanadas de carne en bollos al vapor) y no valía la pena probarlas."
986,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","El resto del dim sum, aunque caro para los estándares de Chinatown, vale la pena."
987,498657:3,Steamed fresh so brought hot hot hot to your table.,"Al vapor fresco, así que traiga caliente caliente caliente a su mesa."
988,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","La espera aquí es larga para el dim sum, pero si no le gusta compartir mesas o si el típico ambiente estridente de dim sum no es su concierto, esta es una elegante alternativa (para Chinatown)."
989,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.","Algunos consejos: omita el pastel de nabo, los bollos de cerdo asado y las natillas de huevo."
990,498657:6,These are overpriced and you can get better just around the corner:,Estos son demasiado caros y puede mejorar a la vuelta de la esquina:
991,498657:7,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,(1) pasteles de nabo en el pequeño quiosco en el lado este de Mott St. justo al sur de bayard
992,498657:8,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,"(2) natillas de huevo y bollos de cerdo en cualquiera de las panaderías del lado oeste de la calle Mott, al sur de Canal."
993,503807:0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,"Después de pasar por este restaurante por algún tiempo, finalmente decidí entrar y cenar."
994,503807:1,I was pleasantly suprised.,Estaba placenteramente sorprendida.
995,503807:2,The food was exceptional.,La comida fue excepcional.
996,503807:3,"The menu consisted of standard brassiere food, better then places like Balthazar etc.","El menú consistía en comida estándar de sostén, mejor que lugares como Balthazar, etc."
997,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","Elegí ir con uno de los especiales, el cordero estofado en vino tinto, que fue excelente."
998,503807:5,The service was friendly and the atmosphere was casual.,El servicio fue amable y el ambiente informal.
999,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"El restaurante es un poco ruidoso, pero eso es algo que puede pasarse por alto una vez que se sienta y disfruta de una excelente comida."
1000,505535:0,this little place has a cute interior decor and affordable city prices.,este pequeño lugar tiene una bonita decoración interior y precios asequibles en la ciudad.
1001,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.","el pollo pad see ew estaba delicioso, sin embargo el pad thai era demasiado aceitoso."
1002,505535:2,i would just ask for no oil next time.,La próxima vez solo pediría aceite.
1003,507755:0,"Have eaten at Ginger House several times, and it's always good.",He comido en Ginger House varias veces y siempre es bueno.
1004,507755:1,The fried dumplings are GREAT!,¡Las albóndigas fritas son geniales!
1005,507755:2,Finally a reliable Chinese restaurant!,¡Finalmente un restaurante chino confiable!
1006,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,Este lugar estaría mucho mejor atendido si estuviera dirigido por un grupo que realmente entienda el servicio al cliente.
1007,507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.","Lo único que puedes hacer aquí es entrar y comer ... pero si planificas un evento, especialmente uno pequeño e íntimo, olvídalo."
1008,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","No son útiles en lo más mínimo y te darán una gran oportunidad, por lo que para cuando llegue la fecha del evento, no solo te arrepentirás de haber elegido este lugar, ¡sino que también te volverás hostil!"
1009,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.","Nadie en este restaurante dará respuestas firmes sobre nada y al final, ninguna persona se responsabiliza de nada."
1010,507844:4,"Terrible, terrible management - deserves to be shut-down.","Terrible, terrible administración - merece ser cerrado."
1011,507937:0,Never fails to please.,Nunca deja de complacer.
1012,507937:1,"delicious bagels, especially when right out of the oven.","deliciosos bagels, especialmente recién sacados del horno."
1013,507937:2,Spreads and toppings are great - though a bit pricey.,"Los untables y los aderezos son excelentes, aunque un poco caros."
1014,507937:3,Service is fast and friendly.,El servicio es rápido y amigable.
1015,507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",El único inconveniente: no tostarán tu bagel y no harán huevos para el bagel.
1016,507937:5,But that is highly forgivable.,Pero eso es muy perdonable.
1017,509227:0,"Been there, done that, and New York, it's not that big a deal.","Estuve allí, hice eso, y Nueva York, no es gran cosa."
1018,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","La comida es decente en el mejor de los casos, y el ambiente, bueno, es una cuestión de opinión, algunos pueden considerar que es algo dulce, pensé que era simplemente molesto."
1019,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","Si las celebridades te hacen sudar, entonces vas a dar un paseo, pero si te gustan más estas partes, simplemente bostezarás y te preguntarás qué pasa con todo el bombo."
1020,509227:3,"Rao is a good restaurant, but it's nothing special.","Rao es un buen restaurante, pero no tiene nada de especial."
1021,511290:0,I've eaten at many different Indian restaurants.,He comido en muchos restaurantes indios diferentes.
1022,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.","Pero después de anoche, Spice Grill es el único lugar donde estoy comiendo cocina india."
1023,511290:2,You must try the shrimp appetizers.,Debes probar los aperitivos de camarones.
1024,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,Incluso mi amigo indio no podía creer lo bueno y sabroso que estaba todo.
1025,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,Este lugar tiene el ambiente adecuado y un excelente personal para que te sientas como un invitado y un amigo al mismo tiempo.
1026,512294:0,"Great food, great prices, great service.","Buena comida, buenos precios, excelente servicio."
1027,512294:1,"If you are looking for a good quality, cheap eats - this is the place.","Si está buscando comida barata y de buena calidad, este es el lugar."
1028,512925:0,it's a perfect place to have a amanzing indian food.,es un lugar perfecto para disfrutar de una deliciosa comida india.
1029,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,Realmente me encantó el toque diferente e innovador que le da el chef a la comida.
1030,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","También es genial cenar en un lugar muy romántico y cómodo, el servicio es perfecto ... ¡Son tan amables que nunca queremos vivir en ese lugar!"
1031,513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.","Me encanta Ess-a-bagel, pero vivo en el lado oeste, así que suelo ir a Murray's por comodidad."
1032,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","Sus bagels están bien, pero están un poco recocidos y no son realmente una experiencia de bagel ""especial""."
1033,513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.","Mejor que la tienda de bagels en la esquina, pero no vale la pena salir de tu camino, en mi opinión."
1034,513395:3,Also a little more expensive than your average bagel place.,También es un poco más caro que el lugar promedio de bagels.
1035,513521:0,Great bagels made the old-fashioned way.,Grandes bagels hechos a la antigua.
1036,513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"El apetitoso es excelente, tan bueno como Zabars Barney Greengrass a un precio razonable (si se compra por libra)."
1037,513521:2,Drawbacks: service is slow and they don't toast!,Inconvenientes: el servicio es lento y no brindan.
1038,519425:0,The food was absolutely amazing!!,¡¡La comida fue absolutamente asombrosa!!
1039,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,El pulpo de almejas al horno que compartimos como aperitivos fueron los mejores que hemos tenido.
1040,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!","El cordero estaba tierno tan lleno de sabor, el postre era divino !!"
1041,519425:3,The waiter was attentive.,El camarero estuvo atento.
1042,519425:4,The place itself is beautiful the bar scene seems to be happening.,"El lugar en sí es hermoso, la escena del bar parece estar sucediendo."
1043,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","Downtown Diner 2002 - Prix fixe: los aperitivos estaban bien, el camarero me dio una mala sugerencia ... prueba el mejor knish relleno de patatas."
1044,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","Pequeñas porciones para el plato principal, tuve salmón (no me impresionó) novia tenía pollo, estaba bien."
1045,521916:2,Dessert is a joke...dont bother,El postre es una broma ... no te molestes
1046,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","Volare vírgenes o asiduos semanales, todos reciben el mismo trato y no se puede pedir más que eso cuando el servicio es tan amigable."
1047,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","El restaurante tiene un ambiente familiar, sobre todo en lo que respecta a las raciones que son enormes; la ternera por sí sola podría haber resuelto sin ayuda la hambruna del tercer mundo."
1048,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","La anti-pasta era excelente, especialmente los calamares, al igual que los platos principales de pasta."
1049,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,La lista de vinos es extensa y puede subir fácilmente una comida a un precio razonable.
1050,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","Aún así, cualquier objeción sobre la factura fue compensada por las medidas de licores para servir sus propias bebidas que fueron cortesía de la casa ..."
1051,528251:0,Fantastic place.,Fantastico lugar.
1052,528251:1,Cute and decorative.,Lindo y decorativo.
1053,528251:2,A pleasant surprise.,Una sorpresa agradable.
1054,528251:3,Go there to relax and feel like your somewhere else.,Ve allí para relajarte y sentirte como en otro lugar.
1055,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike es un gran lugar informal para tomar un bocado.
1056,530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.","Sí, la multitud puede tomarlo un poco en serio, pero no debería."
1057,530517:2,"Great food, great decor, great service.","Buena comida, excelente decoración, excelente servicio."
1058,530517:3,I recommend it!,¡Lo recomiendo!
1059,530517:4,Just ignore the trendy wannabes.,Simplemente ignore a los aspirantes a la moda.
1060,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","Este es el lugar perfecto para reunirse con amigos, almorzar, cenar, tomar una copa antes o después del teatro."
1061,535086:1,(Always ask the bartender for the SEASONAL beer!!!,(Siempre pregúntale al barman por la cerveza de TEMPORADA !!!
1062,535086:2,Guaranteed to be a tasty experience!),¡Garantizado que será una experiencia deliciosa!)
1063,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,Excelente lugar para reuniones de vacaciones con compañeros de trabajo o amigos que no ha visto en un tiempo.
1064,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,¡He estado haciendo todo lo anterior en Heartland Brewery durante más de 5 años y NUNCA ME HE SIDO DECEPCIONADA!
1065,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,¡Todas las personas que traigo allí regresan por su cuenta y traen a SUS amigos!
1066,535086:6,Go there once and oh yes...you will go back...you will...,Ve allí una vez y oh sí ... volverás ... lo harás ...
1067,535171:0,What a great place!,¡Qué gran lugar!
1068,535171:1,Not the typical NYC gimmick theme restaurant.,No es el típico restaurante temático de trucos de Nueva York.
1069,535171:2,"A cool bar with great food, and tons of excellent beer.",Un bar genial con buena comida y toneladas de excelente cerveza.
1070,535171:3,And even with it's Pub atmosphere they were great to my kids too!,"E incluso con su ambiente de pub, ¡también fueron geniales para mis hijos!"
1071,535171:4,Loved it!,¡Me encantó!
1072,535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.","De los cientos de restaurantes italianos en Queens, este se encuentra entre los mejores."
1073,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,Las gambas al ajillo eran excelentes y los antipasti eran abundantes.
1074,535248:2,It is expensive but well worth the money.,Es caro pero vale la pena el dinero.
1075,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","Si se aventura fuera de la isla de Manhattan y parece que no puede encontrar un gran restaurante italiano, conduzca hasta Corona."
1076,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,Lo único más maravilloso que la comida (que es excepcional) es el servicio.
1077,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,Lo único que los camareros no hacen por ti es limpiarte la barbilla cuando te vas.
1078,536919:2,Wonderful at holiday time.,Maravilloso en época de vacaciones.
1079,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,Ambiente acogedor y romántico con solo alrededor de 15 mesas como máximo.
1080,541532:1,Service was very prompt but slightly rushed.,El servicio fue muy rápido pero un poco apresurado.
1081,541532:2,"Food was very good, but not what I would consider out of this world.","La comida era muy buena, pero no lo que yo consideraría fuera de este mundo."
1082,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,"Vaya aquí para una cena romántica, pero no para una experiencia culinaria increíble."
1083,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,Mi amigo de Milán y yo quedamos gratamente sorprendidos cuando llegamos y todos hablaban italiano.
1084,553097:1,Too bad the food wasn't of the same heritage.,Lástima que la comida no fuera de la misma herencia.
1085,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","El especial de pasta de hongos porcini no tenía sabor, al igual que los tagliatelle de mariscos."
1086,553097:3,A real dissapointment.,Una verdadera decepción.
1087,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,Pero esa no fue la guinda del pastel: un tiramisú que no se parecía a nada de lo que he probado.
1088,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"Deberían haberlo llamado mascarpone con chispas de chocolate, bueno, pero muy lejos de lo que implica el nombre."
1089,553097:6,Priced at upper intermediate range.,Con un precio de rango intermedio superior.
1090,555734:0,I really liked this place.,De verdad me gusta este lugar.
1091,555734:1,"Everything I had was good, and I'm a eater.","Todo lo que tenía era bueno, y soy un comedor."
1092,555734:2,It was pretty inexpensive too.,También era bastante económico.
1093,558423:0,This place has the best Chinese style BBQ ribs in the city.,Este lugar tiene las mejores costillas BBQ al estilo chino de la ciudad.
1094,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,También recomiendo los arroces o las diferentes variedades de congee (papilla de arroz).
1095,558423:2,It's great to go for a quick lunch either alone or with a friend.,Es genial ir a almorzar rápido solo o con un amigo.
1096,558423:3,It's definately not a place to go if you want to impress someone.,Definitivamente no es un lugar al que ir si quieres impresionar a alguien.
1097,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","Sin embargo, si quieres buena comida a un precio excelente y no te importa la decoración, este lugar es inmejorable."
1098,558423:5,Quick and friendly service.,Servicio rápido y amigable.
1099,558423:6,This is one of the best comfort food places in the city.,Este es uno de los mejores lugares de comida reconfortante de la ciudad.
1100,558423:7,It's somewhere you can eat and be happy.,Es un lugar donde puedes comer y ser feliz.
1101,561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","Cuando me siento estresado por el ruido y la congestión en mi oficina, me dirijo al Café St. Bart's."
1102,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","Cuando estás sentado en su comedor principal (que tiene un techo alto espectacular pintado a mano), nunca sabrás que hay un mundo afuera."
1103,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.","La comida es maravillosa, sabrosa y abundante, y el servicio es profesional y amable."
1104,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.","No puedo esperar al verano, cuando sirvan afuera en su gigantesco patio."
1105,561054:4,Ahhh...,Ahhh ...
1106,565344:0,I recently tried Suan and I thought that it was great.,Recientemente probé Suan y pensé que era genial.
1107,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,Este pequeño lugar definitivamente superó mis expectativas y seguro que obtienes mucha comida por tu dinero.
1108,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,El servicio fue rápido y amable y la comida era muy sabrosa y tenían la mejor salsa picante para agregar a sus comidas.
1109,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,Debo decir que estoy gratamente sorprendido y lo más probable es que vuelva a pasar si estoy en el barrio.
1110,571962:0,They all know you.,Todos te conocen.
1111,571962:1,Good food.,Buena comida.
1112,571962:2,Good drink.,Buena bebida.
1113,571962:3,How do you rate home?,¿Cómo valora su casa?
1114,578016:0,I have never had cheescake like this.,Nunca había comido un pastel de queso como este.
1115,578016:1,I thought I had died and gone to heaven.,Pensé que había muerto e ido al cielo.
1116,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.","Gran lugar, ya sea que busque un par de copas o una cena tranquila."
1117,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,Cálido y agradable en invierno y fantásticos asientos al aire libre en los meses más cálidos.
1118,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,La comida es excelente y tienen una buena selección de vinos a precios razonables.
1119,584025:3,Have been several times and it never dissapoints.,Han estado varias veces y nunca decepciona.
1120,608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.","Después de escuchar muchas cosas buenas sobre el restaurante y pasar por él a diario, decidimos probar."
1121,608500:1,We were less than impressed.,Estábamos menos que impresionados.
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","Si bien el ambiente y el ambiente eran excelentes, la comida y el servicio podrían haber sido mucho mejores."
1123,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","Pedimos la cazuela de pollo, pero lo que obtuvimos fueron unos pequeños trozos de pollo, toda carne oscura y con hueso."
1124,608500:4,Probably would not go again...,Probablemente no volvería a ir ...
1125,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.","He estado en zafiro dos veces y en ambas ocasiones la comida estaba bien, si no buena."
1126,610611:1,"stick with the chicken, beef, and lamb dishes.","quédese con los platos de pollo, ternera y cordero."
1127,610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,"No suelo pedir vino con indio, así que no puedo comentar sobre su lista de vinos o sus vinos."
1128,610611:3,instead ordered an ice cold beer which to me works with indian.,"en su lugar, pedí una cerveza helada que para mí funciona con indio."
1129,610611:4,"service is friendly, and never had a problem walking in and getting a table.","El servicio es amable, y nunca tuve problemas para entrar y conseguir una mesa."
1130,610611:5,i would recommend reservations on weekends though.,"Sin embargo, recomendaría reservar los fines de semana."
1131,610611:6,skip dessert.,omita el postre.
1132,611117:0,Best Reuben sandwich ever!,¡El mejor sándwich Reuben!
1133,611117:1,A classic!,¡Un clásico!
1134,611117:2,Don't miss Bloom's on your next trip to Manhatten.,No se pierda Bloom's en su próximo viaje a Manhattan.
1135,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","Fue el primer lugar donde comimos en nuestro primer viaje a Nueva York, y será el último lugar en el que nos detengamos cuando salgamos de la ciudad en nuestro próximo viaje a Nueva York."
1136,611117:4,Thanks Bloom's for a lovely trip.,Gracias Bloom por un viaje encantador.
1137,615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.","Como fanático del tailandés, he probado bastantes restaurantes diferentes en Nueva York y este fue definitivamente el peor."
1138,615180:1,"The food was not fresh, the sauces were bland and very oily.","La comida no era fresca, las salsas eran suaves y muy aceitosas."
1139,615180:2,It just wasn't Thai.,Simplemente no era tailandés.
1140,620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,Fui a Ottimo y esperaba una pizza excepcional (ya que me encanta La Pizza Fresca).
1141,620892:1,Was surprisingly disappointed.,Estaba sorprendentemente decepcionado.
1142,620892:2,Pizza was a little soggy.,La pizza estaba un poco empapada.
1143,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,Los ravioles estaban buenos ... pero tengo que decir que encontré todo un poco caro.
1144,620892:4,Not enough wines by the glass either.,Tampoco hay suficientes vinos por copa.
1145,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","El servicio, sin embargo, fue excelente ... y me gustó mucho el entorno / ambiente."
1146,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","La comida era normalita ... si bajaran un poco los precios, sería un atractivo mayor."
1147,624715:0,This place is a great bargain.,Este lugar es una gran ganga.
1148,624715:1,Authentic Pakistani food.,Auténtica comida pakistaní.
1149,624715:2,People are always friendly.,La gente siempre es amigable.
1150,624715:3,Don't waste money on decor.,No gastes dinero en decoración.
1151,624715:4,"Just straight up cheap, good food.",Simplemente comida barata y buena.
1152,626269:0,Faan is sooo good.,Faan es tan bueno.
1153,626269:1,The best pad thai i've ever had.,El mejor pad thai que he probado.
1154,626269:2,The design and atmosphere is just as good.,El diseño y el ambiente son igualmente buenos.
1155,626269:3,bottles of wine are cheap and good.,las botellas de vino son baratas y buenas.
1156,626269:4,What more could you want?,¿Qué más podrías querer?
1157,630914:0,The food was actually aweful.,La comida era realmente horrible.
1158,630914:1,I'm not picky - but it was actually gross.,"No soy exigente, pero en realidad fue asqueroso."
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","Los mejillones eran las cosas con más pescado que he probado en mi vida, la lubina era insípida, a la ensalada de queso de cabra le faltaba el queso de cabra, el penne con pollo tenía huesos ... Fue asqueroso."
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.","Ambiente agradable, el servicio fue muy agradable y el desierto fue bueno."
1161,630914:4,Wouldn't recomend it for dinner!,¡No lo recomendaría para cenar!
1162,632121:0,This is the perfect date spot for Williamsburg couples.,Este es el lugar perfecto para citas de parejas de Williamsburg.
1163,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,"La máquina de discos reproduce de todo, desde la ópera italiana hasta The Strokes."
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.","La comida es increíble, pastas ricas y pizza pastosa fresca."
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","Lo mejor de todo es el ambiente cálido, el propietario es súper amable y el servicio es rápido."
1166,632121:4,"If only they delivered, they'd make a mint!","¡Si tan solo entregaran, harían una menta!"
1167,657129:0,go here for the drinks!,ve aquí por las bebidas!
1168,657129:1,esp. during happy hour!,esp. durante la hora feliz!
1169,657129:2,enough said!,¡basta de charla!
1170,657129:3,the drinks are amazing and half off till 8pm.,las bebidas son increíbles y la mitad de descuento hasta las 8 pm.
1171,657129:4,"Ask for Usha, the nicest bartender in manhattan.","Pregunta por Usha, el mejor barman de Manhattan."
1172,657129:5,My fav was the sassy lassi...,Mi favorito fue el descarado lassi ...
1173,680345:0,This is an amazing place to try some roti rolls.,Este es un lugar increíble para probar algunos rollos roti.
1174,680345:1,I really recommend the very simple Unda (Egg) rolls.,Realmente recomiendo los rollos Unda (huevo) muy simples.
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.","Especias delicadas, cebollas, huevos y un delicioso roti."
1176,680345:3,Amazing!,¡Asombroso!
1177,680390:0,"Toons has recently been redone, so it's now a very attractive space.","Toons se ha renovado recientemente, por lo que ahora es un espacio muy atractivo."
1178,680390:1,The food's as good as ever.,La comida es tan buena como siempre.
1179,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.","En una zona que lamentablemente carece de comida tailandesa decente, este es uno de los mejores lugares."
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.","Fui allí anoche: bonita decoración, buen servicio, pero la comida era sorprendentemente excelente."
1181,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","Las raciones son ENORMES, por lo que sería bueno pedir tres cosas para dividir (en lugar de un aperitivo y un plato principal por persona) para dos personas."
1182,682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","Entre todos los nuevos restaurantes de la Quinta Avenida, este ofrece, con mucho, uno de los mejores valores por su dinero."
1183,682250:3,Can't wait to go back.,No puedo esperar para regresar.
1184,682391:0,Best drumsticks over rice and sour spicy soup in town!,¡Las mejores baquetas con arroz y sopa agria y picante de la ciudad!
1185,682391:1,Beef noodle soup is good as well.,La sopa de fideos con carne también es buena.
1186,682391:2,The service is good and the resturant is clean.,El servicio es bueno y el restaurante está limpio.
1187,682391:3,Best Taiwanese food in NY!,¡La mejor comida taiwanesa en Nueva York!
1188,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,He estado en Rao's probablemente 15 veces en los últimos 3 años y sigue mejorando.
1189,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.","Para aquellos que van una vez y no lo disfrutan, todo lo que puedo decir es que simplemente no lo entienden."
1190,707917:2,Rao's has the best service and atmosphere in NYC.,Rao's tiene el mejor servicio y ambiente en Nueva York.
1191,707917:3,Good luck getting a table.,Buena suerte consiguiendo una mesa.
1192,709294:0,My roommate and I LOVE this place.,Mi compañero de cuarto y yo AMAMOS este lugar.
1193,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","Recientemente decidimos probar este lugar, y para nuestro deleite, tienen asientos al aire libre, perfecto ya que tenía a mi yorkie conmigo."
1194,709294:2,Indoor was very cozy and cute.,El interior era muy acogedor y lindo.
1195,709294:3,"The portion sizes here are huge, and the sushi is good.",El tamaño de las porciones aquí es enorme y el sushi es bueno.
1196,709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.","Si bien no es Nobu, seguro que es una gran oferta y definitivamente te irás sintiéndote satisfecho y lleno."
1197,709294:5,Staff is very accomodating.,El personal es muy servicial.
1198,713152:0,"Excellent dumplings served amid clean, chic decor.",Excelentes albóndigas servidas en medio de una decoración limpia y elegante.
1199,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.","Conseguí el combo dim sum de $ 10 y 10 piezas, cada bocado fue genial."
1200,713152:2,But $1 for each small piece???,Pero $ 1 por cada pequeña pieza ???
1201,713152:3,Not worth it.,No vale la pena.
1202,713152:4,I won't go back unless someone else is footing the bill.,No volveré a menos que alguien más pague la factura.
1203,717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,Vine aquí con mi novio para nuestro aniversario porque se lo recomendó un amigo.
1204,717570:1,The decor is very simple but comfortable.,La decoración es muy sencilla pero cómoda.
1205,717570:2,The food was delicious but do not come here on a empty stomach.,La comida estaba deliciosa pero no vengas aquí con el estómago vacío.
1206,717570:3,The portions are small but being that the food was so good makes up for that.,"Las raciones son pequeñas, pero el hecho de que la comida era tan buena lo compensa."
1207,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,Debe tener la lasaña de carne de cangrejo que está fuera de este mundo y el budín de pan de chocolate de postre.
1208,717570:5,The staff there is very attentive and down to earth.,El personal es muy atento y pragmático.
1209,717570:6,I loved it and would go again.,Me encantó y volvería a ir.
1210,720418:0,Great Indian food and the service is incredible.,Excelente comida india y el servicio es increíble.
