,sentence_id,en,ru
1141,620892:1,Was surprisingly disappointed.,неожиданное разочарование.
1142,620892:2,Pizza was a little soggy.,Пицца немного мокрая.
1143,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,"итальянские пельмени очень вкусные... но я должен сказать, что все, что я нашел, немного дороговато."
1144,620892:4,Not enough wines by the glass either.,в стакане недостаточно вина.
1145,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",но обслуживание хорошее....мне очень нравится обстановка и атмосфера здесь.
1146,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","Еда просто обычная....если они немного понизят цены, то это будет более привлекательным."
1147,624715:0,This place is a great bargain.,это место очень выгодно.
1148,624715:1,Authentic Pakistani food.,настоящая пакистанская еда.
1149,624715:2,People are always friendly.,Люди всегда дружелюбны.
1150,624715:3,Don't waste money on decor.,не трать деньги на декорации.
1151,624715:4,"Just straight up cheap, good food.",Просто дешево и вкусно.
1152,626269:0,Faan is sooo good.,фаан в порядке.
1153,626269:1,The best pad thai i've ever had.,Я съел самую лучшую тарелочку.
1154,626269:2,The design and atmosphere is just as good.,дизайн и атмосфера в порядке.
1155,626269:3,bottles of wine are cheap and good.,пара бутылок вина дешевле и вкуснее.
1156,626269:4,What more could you want?,Что еще ты хочешь купить?
1157,630914:0,The food was actually aweful.,еда очень вкусная.
1158,630914:1,I'm not picky - but it was actually gross.,Я не придирчивый - но на самом деле отвратительный.
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","мидия - самая вонючая вещь, которую я когда - либо ел, окунь на вкус бледный, козий сыр в салате, меньше козьего сыра, куриный пирог с костями...Это отвратительно."
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.","атмосфера хорошая, обслуживание хорошее, пустыня хорошая."
1161,630914:4,Wouldn't recomend it for dinner!,"не рекомендуется, когда ужин!"
1162,632121:0,This is the perfect date spot for Williamsburg couples.,Это лучшее место для свиданий с парой Уильямсберг.
1163,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,музыкальный автомат играет все от итальянской оперы до ручки.
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.","Еда здесь великолепная, богатая итальянская лапша и свежая пицца."
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","очень приятная атмосфера, хозяин очень дружелюбный и быстрый сервис."
1166,632121:4,"If only they delivered, they'd make a mint!","если бы они могли доставить груз, они бы заработали кучу денег!"
1167,657129:0,go here for the drinks!,"Иди, выпей."
1168,657129:1,esp. during happy hour!,особенно в весёлое время!
1169,657129:2,enough said!,Хватит!
1170,657129:3,the drinks are amazing and half off till 8pm.,"Пей хорошо, остановись в 8: 30 вечера."
1171,657129:4,"Ask for Usha, the nicest bartender in manhattan.","ищите у ушу, лучшего бармена Манхэттена."
1172,657129:5,My fav was the sassy lassi...,моя любимая девушка...
1173,680345:0,This is an amazing place to try some roti rolls.,"это хорошее место, где можно примерить ролти свиток."
1174,680345:1,I really recommend the very simple Unda (Egg) rolls.,Я очень рекомендую рулон Унда (яйца).
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.","изысканные пряности, лук, яйца и ногу, чтобы надрать задницу."
1176,680345:3,Amazing!,Потрясающе!
1177,680390:0,"Toons has recently been redone, so it's now a very attractive space.","мультфильм недавно был переиздан, так что теперь он очень привлекательный."
1178,680390:1,The food's as good as ever.,"еда так же хороша, как и раньше."
1179,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.","в районе, где ощущается нехватка ортодоксальной тайской еды, это одна из лучших точек зрения."
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.","придя сюда вчера вечером - декоративный, хорошо обслуживаемый, но еда удивительная."
1181,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","большой вес, поэтому лучше заказывать три вещи отдельно (а не каждый кусочек закуски и основное блюдо)."
1182,682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",из всех новых ресторанов на Пятой авеню это один из самых дешевых ресторанов.
1183,682250:3,Can't wait to go back.,не могу дождаться возвращения.
1184,682391:0,Best drumsticks over rice and sour spicy soup in town!,лучший ужин с куриными ножками и горячий суп!
1185,682391:1,Beef noodle soup is good as well.,суп с говядиной лапшой тоже хорош.
1186,682391:2,The service is good and the resturant is clean.,"хорошее обслуживание, ресторан чистый."
1187,682391:3,Best Taiwanese food in NY!,лучшая тайваньская кухня в Нью - Йорке!
1188,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,"За последние 3 года я, наверное, был в Жао 15 раз, и там ситуация улучшается."
1189,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.","А тем, кто ходит туда только раз и не нравится, я могу только сказать, что они не понимают."
1190,707917:2,Rao's has the best service and atmosphere in NYC.,У Рао лучшие услуги и атмосфера в Нью - Йорке.
1191,707917:3,Good luck getting a table.,"Удачи, место."
1192,709294:0,My roommate and I LOVE this place.,мне и моей соседке нравится это место.
1193,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","Недавно мы решили попробовать это место, и мы рады, что у них есть места на открытом воздухе, так как я веду Йорк, он был идеальным."
1194,709294:2,Indoor was very cozy and cute.,в комнате очень уютно и мило.
1195,709294:3,"The portion sizes here are huge, and the sushi is good.","здесь большой вес, Суши тоже неплохие."
1196,709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.","Хотя это не Нобу, но это, безусловно, большая сделка, и вы, безусловно, будете довольны и полны решимости уйти."
1197,709294:5,Staff is very accomodating.,персонал очень дружелюбный.
1198,713152:0,"Excellent dumplings served amid clean, chic decor.","в чистом, изысканном переплете предложить вкусные пельмени."
1199,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.","Я купил 10 баксов на закуску, и все было замечательно."
1200,713152:2,But $1 for each small piece???,но каждый кусочек за доллар?
1201,713152:3,Not worth it.,не стоит.
1202,713152:4,I won't go back unless someone else is footing the bill.,"если только кто - то не заплатит, я не вернусь."
1203,717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,"Я встречаюсь с парнем на годовщину нашей свадьбы, потому что этот друг очень сильно его рекомендует."
1204,717570:1,The decor is very simple but comfortable.,"украшение очень простое, но удобное."
1205,717570:2,The food was delicious but do not come here on a empty stomach.,"еда очень вкусная, но не вздумай приходить сюда."
1206,717570:3,The portions are small but being that the food was so good makes up for that.,"пища имеет очень маленький вес, но еда так хороша, чтобы компенсировать это."
1207,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,ты обязательно ешь ширму - лапшу с крабовым мясом и шоколадный пудинг в качестве десерта.
1208,717570:5,The staff there is very attentive and down to earth.,там сотрудники очень серьёзны и педантичны.
1209,717570:6,I loved it and would go again.,"Мне это очень нравится, и я буду идти дальше."
1210,720418:0,Great Indian food and the service is incredible.,вкусная индийская еда и услуги невероятны.
1211,720418:1,The owner truly caters to all your needs.,владелец действительно удовлетворяет все ваши потребности.
1212,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.","когда семья приходит, он предлагает им несколько приложений, чтобы проверить их цвет кожи, а затем заказывает для них."
1213,720418:3,Everyone was more then happy with his choices.,все были рады его выбору.
1214,720418:4,Great food and the prices are very reasonable.,"еда хорошая, цена рациональна."
1215,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","Очевидно, что перевод на китайский язык в этом месте не означает большого короля, а означает большое процветание."
1216,720620:1,The food here does a great service to the name (Cantonese that is...).,Здесь еда подходит под это имя (Гуандун...).
1217,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,"Я люблю яичницу в бульоне с говядиной, пельмени с креветками и барбекю."
1218,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,"это моё любимое блюдо. каждый раз, когда я туда хожу, я его съем и никогда не устаю."
1219,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","Попробуйте кашу и пончики, как жареные тесто, они называют это ""Ой, Лей со"", вкусный сладкий хлеб."
1220,720620:5,Simply some good tasting Chinese food at incredible prices...,"Просто вкусная китайская кухня, цена удивительная..."
1221,720620:6,Service is not what you are coming here for...,сервис - это не твоя цель здесь...
1222,720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,"Просто убедись, что моя ледяная вода полна, мой чайник наполнен горячим горячим чаем, и это все, что мне нужно для обслуживания..."
1223,720620:8,Big Wong is a great place to eat and fill your stomach.,царь - хорошее место для еды и наполнения живота.
1224,735448:0,this place... we stumbled upon it on labor day weekend.,это место...Мы случайно обнаружили это в выходные на день труда.
1225,735448:1,"whoever the jazz duo was, they were on POINT.","Кто бы ни был джаз - группа, они все в порядке."
1226,735448:2,"good music, great food, speedy service affordable prices.","хорошая музыка, вкусная еда, быстрые услуги, реальная цена."
1227,735448:3,even the wine by the glass was good.,и вино у стакана хорошо.
1228,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","если вы не живете поблизости, то немного захолустье, но где бы вы ни находились, абсолютно достоин плавания."
1229,737999:0,Consistently good Japanese Tapas.,всегда хорошие японские закуски.
1230,737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","и хозяин ""тайфуна"" тот же человек, тайфун прямо на улице Сан Марко и на первой Авеню."
1231,737999:2,Always good drinks and service is pretty good;,всегда хороший напиток и обслуживание хорошо;
1232,737999:3,Atmosphere is nice and relaxed too...,"и настроение очень хорошее, чтобы расслабиться..."
1233,737999:4,A great place to meet up for some food and drinks...  ,"хорошее место для встречи, поесть и выпить..."
1234,737999:5,Yakitori (bbq meats) is tasty too.,шашлык тоже очень вкусный.
1235,737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...","Она также связана с долей ангелов, это крутой, более романтичный бар..."
1236,740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,"Просто переезжая в соседнюю деревню, мы пытались все суши в Западной деревне."
1237,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","если вы не возражаете, если предварительно разрезать рыбу, недружелюбный работник и суши - повар, он выглядит очень болезненным, то это ваше место."
1238,740923:2,Price and quality of fish alone will keep us from making a return visit.,только цены и качество рыбы не позволяют нам вернуться.
1239,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"Я не собирался делиться, но я чувствовал себя обязанным... когда мы сидели за завтраком в суши, мы видели, как повар случайно сбросил на пол кусочек унаги и забрал его с пола, и продолжал использовать тот кусок, который он приготовил на заказ."
1240,740923:4,No thanks!!!,"Нет, спасибо!"
1241,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!","Это единственное место в истории за несколько месяцев, возможно, самый большой секрет в Квинсе!"
1242,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","Великолепная декорация - это то, что вы чувствуете себя в модном Манхэттене ресторана, очень хорошей еды, дешевой еды, дружелюбных работников в целом, если вы Манхэттен, или большую часть времени на Манхэттене, авеню Райс заставит вас чувствовать себя как дома... необычное Сохо / деревня / верхний запад за вычетом дорогих и безвкусных клиентовна улице Рузвельта!"
1243,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"Мы сидели снаружи, официанты пролили на меня вино и горячий чай."
1244,746254:1,We were then shooed inside.,потом нас выгнали.
1245,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","Кто - нибудь подумает, что мы получим извинения или бесплатные напитки - напротив, у нас будет сноб - Официант, который не возьмет у нас еды в течение 15 минут, и когда мы позволим ему сделать это, он скажет нам."
1246,746254:3,"We left, never to return.",мы уехали и не вернулись.
1247,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","в Висконсине есть так много хороших ресторанов, что мне не нужна слишком дорогостоящая еда, нелепые и высокомерные официанты, которые не признают, что они работают в знаменитом ресторане, неуклюжие службы и не заботятся о управлении."
1248,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"Я немного незнаком с этим регионом, когда я попытался выбрать bgel, но к услугам, я был разочарован, что еда слишком много, и цена слишком высока."
1249,751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,"если вы находитесь в этом районе, то можете попробовать закусочную на 74 - й улице, которая находится в трех кварталах от Второй Авеню."
1250,751493:2,"Great bagels, spreads and a good place to hang out in.","Отличные кексы, бутерброды и хорошее место."
1251,754495:0,You fellas above says its the best Taiwanese restaurant in town.,"выше вы сказали, что это самый хороший ресторан на Тайване в этом городе."
1252,754495:1,However it is the ONLY Taiwanese restaurant in town.,Однако это единственный тайваньский ресторан в городе.
1253,754495:2,The food is okay and the prices here are mediocre.,"Здесь еда еще может быть, цена нормальная."
1254,754495:3,You can't say its cheap because food is cheaper in Chinatown.,"Ты не можешь сказать, что это дешевле, потому что еда в Чайнатауне дешевле."
1255,754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","Это лучшие тайваньские рестораны, расположенные в районе королевы фарашэн."
1256,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,балучи имеет твёрдую пищу и красивую декоративную одежду по разумной цене.
1257,757762:1,The only problem is that the manager is a complete incompetent.,"Единственная проблема в том, что менеджер совершенно не компетентный."
1258,757762:2,He offers subpar service and has no personality.,"У него плохое качество обслуживания, нет индивидуальности."
1259,757762:3,"In fact, it appears he is going to go postal at any moment.","На самом деле, он, кажется, всегда будет на почте."
1260,757762:4,Skip this location and go to the one in Soho.,Пропустите это место и идите в Сохо.
1261,757762:5,There is no excuse for such lousy service!,так плохо служить - это не оправдание!
1262,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,Я никогда раньше не ел 40 лучше черного перца.
1263,758263:1,Stuffing yourself with Japanese food is a rare thing.,японская кухня очень редкая.
1264,758263:2,You can do it here.,Ты можешь сделать это здесь.
1265,758263:3,$20 for all you can eat sushi cannot be beaten.,"Ты достаточно ешь суши, чтобы потратить 20 долларов."
1266,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",в воскресенье во второй половине дня я ездил в арео с четырьмя подружками и провел там три приятных часа.
1267,759781:1,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","ресторан был переполнен, поэтому мы ждали в баре около 20 минут, чтобы посидеть."
1268,759781:2,"Most of the servers are very attentive, friendly and quite attractive.","Большинство серверов очень удобны, дружелюбны и привлекательны."
1269,759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.","атмосфера в основном характерна для пожилых людей, но есть также несколько молодых людей в возрасте от 20 до 30 лет."
1270,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!","Здесь очень легко и уютно, обслуживание хорошее, еда хорошая!"
1271,759781:5,Me and my girls will definitely go back.,Мы с дочерьми обязательно вернемся.
1272,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"еда хорошая, даже когда я еду, вид на лыжах в Нью - Йорке очень хороший."
1273,773720:1,I would highly recommand requesting a table by the window.,Я настоятельно рекомендую вам заказать столик у окна.
1274,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"хотя они спросят, какую воду вы хотите, но обслуживание все же хорошее, и вообще, ужин в очень расслабленном месте."
1275,872763:0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.","Я несколько раз ел в пиццерии в Групо, но больше времени я заказывал доставку на дом."
1276,872763:1,The food is great.,еда очень вкусная.
1277,872763:2,Personal pans are the perfect size for those hungry nights.,частный котелок - лучший размер для тех голодных ночей.
1278,872763:3,I heartily recommend.,Я искренне рекомендую.
1279,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"если вы заказываете товар, есть один недостаток - у людей, доставляющих товары, очень серьёзное отношение."
1280,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,"Я никогда не встречал такого драматичного курьера (я живу на пешеходной улице и часто бормочу задыхаясь), который, казалось, всегда разочарован чаевыми."
1281,872763:6,"Hey, I think $2+ for a 5 block walk ain't bad.","Эй, я думаю, неплохо пройти 5 кварталов и потратить 2 квартала."
1282,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",Сначала понравилась сцена - это место с особенностями и хорошим освещением...
1283,875139:1,The pizza was pretty good and huge.,Пицца очень вкусная.
1284,875139:2,The price very reasonable.,цена рациональна.
1285,875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,"когда нам было 4 года, у нас была семейная водка размером с Бенну, и это была очень большая часть... бочки с едой."
1286,875139:4,We got most of it back at home with us.,Мы принесли большую часть домой.
1287,875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,"Я хочу сказать, что все хорошо и вкусно, но мой желудок немного тяжел, и я не могу не упомянуть или испортить."
1288,875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","спагетти - это очень сливочное масло, запах сливок, что означает большую миссию по эксгумации.Сначала вкусно, но я хочу сказать, что я съел пиццу, есть 7 кусков, Пейн..."
1289,929329:0,"No, really.","Нет, правда."
1290,929329:1,I have eaten a lot of pizza here.,Я съел много пиццы.
1291,929329:2,"La Rosa waltzes in, and I think they are doing it the best.","Лароша танцует вальс, и я думаю, что они лучше всех."
1292,929329:3,"Interesting selection, good wines, service fine, fun decor.","Интересный выбор, хорошее вино, отличное обслуживание, интересная декорация."
1293,935633:0,I have been twice to this restaurant.,Я был в этом ресторане дважды.
1294,935633:1,I love it.,Мне нравится.
1295,935633:2,I plan on stopping by next week as well.,Я также планирую посетить его на следующей неделе.
1296,935633:3,"I found it on a cold night, the perfect spot to warm up.","Я нашла это в холодную ночь, хорошее место для разминки."
1297,935633:4,I recieved prompt service with a smile.,"Я улыбаюсь, чтобы получить своевременную услугу."
1298,935633:5,"To me it exemplifies Soho, cute, artsy, interesting.","для меня это образец Сохо, прелесть, искусство, веселье."
1299,935633:6,Definately check it out!!!,обязательно посмотрю!
1300,955711:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,это место меня пугает....до сих пор мой любимый ресторан Верхнего Ист - Сайда.
1301,955711:1,The wine list is extensive and impressive.,очень насыщенный и впечатляющий.
1302,955711:2,LOVE the atmosphere - felt like I was in Paris.,как будто в Париже.
1303,955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,"мидия очень вкусная, десерт замечательный...Конечно, скоро вернётся."
1304,957145:0,I just read Mocaramel's review and felt compelled to respond.,Я только что ознакомился с замечаниями мокамера и счел необходимым ответить на них.
1305,957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"Я здесь уже несколько лет, кроме того, что я могу сказать о службе Ла лантермы и о великих сотрудниках."
1306,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","на протяжении многих лет хозяин Витторио и его сотрудники обращались со мной как со своей семьей, и, несмотря на все дела, связанные с этим менее мелким драгоценным камнем, он смог вспомнить постоянного, но менее частого посетителя, что было невероятно."
1307,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!","За последние несколько лет я также удивлен новым добавлением: новый джазовый бар, лучший ресторан, лучшая кожаная пицца, а теперь меню на тысячном уровне, которое мертва (это не твои средние уровни на 1000)!"
1308,957145:4,I lOVE THIS PLACE!,Я люблю это место!
1309,957145:5,Keep up the good work guys!,Продолжайте пытаться!
1310,958809:0,My girlfiends and I ate at O.G. again last night.,вчера вечером мы с моей девушкой снова ужинали в O.G.
1311,958809:1,I have to say I have never had a disapointing meal here.,"должен сказать, что я никогда не ел здесь неприятный ужин."
1312,958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,Мы можем приготовить вкусные пельмени в меню.
1313,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","К счастью, мы освободили место для барбекю триффинов, окуня и хрустящей утки."
1314,958809:4,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,"Мы немного пьяны, но разве это не причина того, что в субботу вечером мы вместе с подружками?"
1315,ADLT#8:0,Love Al Di La,айдила
1316,ADLT#8:1,I recommend this place to everyone.,Я рекомендую вам это место.
1317,ADLT#8:2,Great food.,деликатес.
1318,ADLT#2:0,One of my favorite places in Brooklyn. ,Бруклин - одно из моих любимых мест.
1319,ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.","итальянский стол был потрясающий, итальянский тушёный (особенно, от воровства) потрясающий, тушёный кролик палкой."
1320,BFC#4:0,Overpriced and not tasty ,"слишком дорого, не вкусно"
1321,BFC#4:1,The food here was mediocre at best. ,Еда здесь в лучшем случае посредственно.
1322,BFC#4:2,It was totally overpriced- fish and chips was about $15.... ,цена слишком высокая - Жареная рыба и чипсы около 15 долларов.
1323,BFC#4:3,There are so many other great places to go to eat and drink..... this place is not worth it...,"есть много других хороших мест, где можно поесть и выпить...это место не стоит..."
1324,BHD#9:0,Tasty Dog!,вкусная собака!
1325,BHD#9:1,"An awesome organic dog, and a conscious eco friendly establishment.","Отличная органическая собака, сознательный экологический объект."
1326,BHD#9:2,One of the best hot dogs I have ever eaten.,Я ел одну из лучших хот - догов.
1327,BHD#9:3,Can't wait to go back.,не могу дождаться возвращения.
1328,BzG#1:0,The Cypriot restaurant has a lot going for it.,ресторан на Кипре очень популярен.
1329,BzG#1:1,But the best pork souvlaki I ever had is the main thing.,"Но самое главное, что я съел лучшую свиную отбивную."
1330,BzG#1:2,Trust me.,Поверь мне.
1331,BzG#1:3,Run don't walk.,"Беги, не уходи."
1332,EVPK#10:0,Super YUMMY Pizza!,супер вкусная пицца!
1333,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,Мы с другом поехали в Нью - Йорк и нашли очень теплый и привлекательный ресторан.
1334,EVPK#10:2,"I LOOOVE their eggplant pizza, as well as their pastas!","Мне нравится их баклажанная пицца, и там есть их итальянские макароны!"
1335,EVPK#10:3,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!","Мы съели половину пиццы, а мой баклажан, мой друг съел Буффало, слишком большая для маленькой пиццы!"
1336,EVPK#10:4,"We had fun eating in there, we were there like around 3 a.m. in the morning!","Мы там очень рады поесть, около 3 часов утра!"
1337,EVPK#10:5,"Will comeback for sure, wish they have it here in LA..",Они должны вернуться в Лос - Анджелес.
1338,Z#3:0,"Excellent food, although the interior could use some help.","еда хорошая, хотя внутри нужна помощь."
1339,Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.","в космосе что - то вроде сцены Алисы в стране чудес, без попытки."
1340,Z#3:2,"I paid just about $60 for a good meal, though :)","Тем не менее, я потратил около 60 долларов на покупку хорошей еды:"
1341,Z#3:3,Great sake!,Отлично!
1342,Y#7:0,"Reliable, Fresh Sushi",надёжный свежий суши
1343,Y#7:1,My husband and I take out from here 3-4 times a month.,Мы с мужем выходим отсюда 3 - 4 раза в месяц.
1344,Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,"сырая рыбка всегда свежая, Том новаторский и вкусный."
1345,Y#7:3,Have never had a problem with service save a missing rice once.,"Никаких проблем с обслуживанием, кроме утраченного риса."
1346,Y#7:4,Delivery can be spot on or lacking depending on the weather and the day of the week.,"по погоде и в какой день недели доставка может быть либо текущей, либо недостающей."
1347,Y#7:5,Delivery guy sometimes get upset if you don't tip more than 10%.,"Если чаевые не превышают 10%, курьер иногда злится."
1348,Y#7:6,We've found it to be better and fresher than Kiku which is comparable in price.,"Мы нашли его лучше и свежее, чем цикорий."
1349,Y#3:0,Best. Sushi. Ever.,лучший.суши.навсегда.
1350,Y#3:1,This place has ruined me for neighborhood sushi.,это место разрушило суши моего соседа.
1351,Y#3:2,"Creative, consistent, fresh.","творческий, последовательный, свежий."
1352,Y#3:3,"Excellent sashimi, and the millennium roll is beyond delicious.","очень хорошая сырая рыбка, великолепный Том тысячелетия."
1353,Y#3:4,Not cheap but very yummy.,"не дешево, но вкусно."
1354,Y#3:5,Love it.,нравится.
1355,Y#2:0,"Very, very nice",очень хорошо
1356,Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.","это место немного замаскировано, но как только вы доберетесь туда, все будет стоить того."
1357,Y#2:2,not only is the food,не только пища
1358,WE#9:0,Loved It,нравится
1359,WE#9:1,My wife and I went to Water's Edge for a romantic dinner.,Мы с женой пошли на романтический ужин у воды.
1360,WE#9:2,We had a very nice time.,Мы хорошо провели время.
1361,WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.","официант очень внимательный, вкусная еда, прекрасный вид на город."
1362,WE#9:4,I'd definitely go back again.,"Я уверен, что вернусь."
1363,TR#3:0,Great place to relax and enjoy your dinner,Приятного аппетита
1364,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,Они заставляют меня возвращаться почти каждую неделю.
1365,TR#3:2,"Place is open till late, no dress code.","здесь работает допоздна, нет требования к одежде."
1366,TR#3:3,Good food: my favorite is the seafood spaghetti.,Кейт: мой любимый вид морепродуктов - спагетти.
1367,TR#3:4,Highly recommended!,очень рекомендую!
1368,TM#7:0,Excellent food for great prices,дешевый
1369,TM#7:1,My husband and I have been sold on this from the first visit.,Мы с мужем были проданы с самого начала.
1370,TM#7:2,The wait staff is very courteous and accomodating.,официант очень вежлив и вежлив.
1371,TM#7:3,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.","пространство ограничено, поэтому готовы ждать 45 минут - 1 час, но когда вы вкусите вкусную индийскую кухню, вы получите высокую плату."
1372,TM#7:4,There are no negatives to speak of.,Нет никакой негативной стороны.
1373,RL#7:0,the bestt!,лучший!
1374,RL#7:1,my favorite place lol,Мое любимое место
1375,RL#7:2,i love their chicken pasta cant remember the name but is sooo good,"Мне нравится, что их курица с итальянской лапшой не помнит имен, но хорошо"
1376,RL#3:0,its alright,Ничего
1377,RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.","Я не уверен, что я фанатик этого места, но сейчас самое интересное время для Пирса."
1378,RL#3:2,"lobster was good, nothing spectacular.","Омар очень вкусный, ничего особенного."
1379,RL#3:3,"its just a fun place to go, not a five star restaraunt.","Это просто интересное место, а не ресторан с пятью звездами."
1380,PP#9:0,Way below average,намного ниже среднего
1381,PP#9:1,I think the pizza is so overrated and was under cooked.,"Я думаю, что пицца переоценена, и она слишком мало варится."
1382,PP#9:2,Had no flavor and the staff is rude and not attentive.,"ни вкуса, ни грубости со стороны персонала."
1383,PP#9:3,Would NEVER go back,больше не вернуть
1384,PP#4:0,I love this place,Мне нравится это место
