,sentence_id,en,nl
1063,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,Uitstekende plek voor vakantie krijgen samen met collega's of vrienden die je al een tijdje niet hebt gezien.
1064,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Ik doe dit al meer dan vijf jaar in de Brouwerij van Heartland en ik ben nooit teleurgesteld geweest!
1065,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,Al de mensen die ik daar breng gaan terug op hun eigen en brengen hun vrienden!
1066,535086:6,Go there once and oh yes...you will go back...you will...,Ga er een keer heen en oh ja... je gaat terug...je zult...
1067,535171:0,What a great place!,Wat een geweldige plek!
1068,535171:1,Not the typical NYC gimmick theme restaurant.,Niet het typische NYC gimmick thema restaurant.
1069,535171:2,"A cool bar with great food, and tons of excellent beer.","Een koele bar met geweldig eten, en tonnen uitstekend bier."
1070,535171:3,And even with it's Pub atmosphere they were great to my kids too!,En zelfs met de Pub sfeer waren ze ook geweldig voor mijn kinderen!
1071,535171:4,Loved it!,Ik vond het geweldig.
1072,535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",Van de honderden Italiaanse restaurants in Queens is dit een van de beste.
1073,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,De garnalen scampi was uitstekend en de antipasti waren overvloedig.
1074,535248:2,It is expensive but well worth the money.,"Het is duur, maar het geld is het waard."
1075,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","Als je het eiland Manhattan verlaat en geen groot Italiaans restaurant kunt vinden, rij dan naar Corona."
1076,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,Het enige wat mooier is dan het eten (wat uitzonderlijk is) is de service.
1077,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,Het enige wat de obers niet voor je doen is je kin afvegen als je weggaat.
1078,536919:2,Wonderful at holiday time.,Prachtig op vakantie tijd.
1079,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,Cozy romantische atomosfeer met hoogstens rond 15-tafels.
1080,541532:1,Service was very prompt but slightly rushed.,"De service was zeer snel, maar licht gehaast."
1081,541532:2,"Food was very good, but not what I would consider out of this world.","Voedsel was erg goed, maar niet wat ik buiten deze wereld zou overwegen."
1082,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,Ga hier voor een romantisch diner maar niet voor een hele wauw diner ervaring.
1083,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,Mijn vriend uit Milaan en ik waren aangenaam verrast toen we aankwamen en iedereen sprak Italiaans.
1084,553097:1,Too bad the food wasn't of the same heritage.,Jammer dat het eten niet van hetzelfde erfgoed was.
1085,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","De paddestoelen pasta special was smaakloos, net als de zeevruchten tagliatelle."
1086,553097:3,A real dissapointment.,Een echte teleurstelling.
1087,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,Maar dat was niet de kers op de taart: een tiramisu die leek op niets wat ik ooit heb gehad.
1088,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,Ze hadden het mascarpone moeten noemen met chocolade chips goed maar een verre kreet van wat de naam impliceert.
1089,553097:6,Priced at upper intermediate range.,Prijzen in het bovenste tussenbereik.
1090,555734:0,I really liked this place.,Ik vond het hier echt leuk.
1091,555734:1,"Everything I had was good, and I'm a eater.","Alles wat ik had was goed, en ik ben een eter."
1092,555734:2,It was pretty inexpensive too.,Het was ook vrij goedkoop.
1093,558423:0,This place has the best Chinese style BBQ ribs in the city.,Deze plek heeft de beste Chinese BBQ ribben in de stad.
1094,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,Ik raad ook de rijst gerechten of de verschillende variëteiten van congee (rijstpap).
1095,558423:2,It's great to go for a quick lunch either alone or with a friend.,Het is geweldig om te gaan voor een snelle lunch of alleen of met een vriend.
1096,558423:3,It's definately not a place to go if you want to impress someone.,Het is zeker geen plek om naar toe te gaan als je indruk wilt maken op iemand.
1097,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","Maar als je goed eten wilt en het decor niet erg vindt, kun je deze plek niet verslaan."
1098,558423:5,Quick and friendly service.,Snelle en vriendelijke service.
1099,558423:6,This is one of the best comfort food places in the city.,Dit is een van de beste comfort voedselplaatsen in de stad.
1100,558423:7,It's somewhere you can eat and be happy.,Het is een plek waar je kunt eten en gelukkig zijn.
1101,561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","Als ik me gestresseerd voel door het lawaai en congestie in mijn kantoor, ga ik naar Café St. Bart's."
1102,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","Als je in hun eetkamer zit (met een spectaculair, handgeschilderd hoog plafond) zou je nooit weten dat er een wereld buiten is."
1103,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.","Het eten is heerlijk, lekker en vullen, en de service is professioneel en vriendelijk."
1104,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.","Ik kan niet wachten tot de zomer, als ze buiten dienen op hun gigantische patio."
1105,561054:4,Ahhh...,Ahhh.
1106,565344:0,I recently tried Suan and I thought that it was great.,Ik heb onlangs Suan geprobeerd en ik vond het geweldig.
1107,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,Deze kleine plek overtrof zeker mijn verwachtingen en je krijgt zeker veel voedsel voor je geld.
1108,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,De service was snel en vriendelijk en het eten was erg lekker en ze hadden de beste hete saus om toe te voegen aan uw maaltijden.
1109,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,Ik moet zeggen dat ik aangenaam verrast ben en ik zal waarschijnlijk weer langskomen als ik in de buurt ben.
1110,571962:0,They all know you.,Ze kennen je allemaal.
1111,571962:1,Good food.,Lekker eten.
1112,571962:2,Good drink.,Goede drank.
1113,571962:3,How do you rate home?,Hoe beoordeel je thuis?
1114,578016:0,I have never had cheescake like this.,Ik heb nog nooit zoiets gegeten.
1115,578016:1,I thought I had died and gone to heaven.,Ik dacht dat ik dood was en naar de hemel was gegaan.
1116,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.","Geweldige plek, of je nu op zoek bent naar een paar drankjes of een rustig diner."
1117,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,Warm en vriendelijk in de winter en geweldige buitenzitplaatsen in de warmere maanden.
1118,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,Het eten is geweldig en ze hebben een goede selectie van wijnen tegen redelijke prijzen.
1119,584025:3,Have been several times and it never dissapoints.,Zijn er meerdere keren geweest en het is nooit ontgoocheld.
1120,608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.","Na het horen van veel geweldige dingen over het restaurant, en het dagelijks passeren ervan, besloten we het te proberen."
1121,608500:1,We were less than impressed.,We waren minder dan onder de indruk.
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","Terwijl de sfeer en de sfeer waren geweldig, het eten en de service had veel beter kunnen zijn."
1123,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","We bestelden kip stoofschotel, maar wat we kregen waren een paar kleine stukjes kip, allemaal donker vlees en op het bot."
1124,608500:4,Probably would not go again...,Waarschijnlijk niet meer gaan...
1125,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.","Ik ben twee keer naar saffier geweest en het eten was prima, zo niet goed."
1126,610611:1,"stick with the chicken, beef, and lamb dishes.","Blijf bij de kip, rundvlees en lamsvlees gerechten."
1127,610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,"Ik bestel meestal geen wijn met indianen, dus ik kan niet reageren op hun wijnlijst of hun wijnen."
1128,610611:3,instead ordered an ice cold beer which to me works with indian.,In plaats daarvan bestelde ik een ijskoud biertje dat voor mij werkt met Indiër.
1129,610611:4,"service is friendly, and never had a problem walking in and getting a table.","service is vriendelijk, en had nooit een probleem om binnen te lopen en een tafel te krijgen."
1130,610611:5,i would recommend reservations on weekends though.,Ik raad wel reserveringen aan in het weekend.
1131,610611:6,skip dessert.,Sla het toetje over.
1132,611117:0,Best Reuben sandwich ever!,Beste Reuben sandwich ooit!
1133,611117:1,A classic!,Een klassieker.
1134,611117:2,Don't miss Bloom's on your next trip to Manhatten.,Mis Bloom niet op je volgende reis naar Manhatten.
1135,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","Het was de eerste plek waar we aten op onze eerste reis naar New York, en het zal de laatste plek zijn waar we stoppen als we de stad uitgaan op onze volgende reis naar New York."
1136,611117:4,Thanks Bloom's for a lovely trip.,Bedankt Bloom's voor een heerlijke reis.
1137,615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.","Als een fan van Thai, heb ik geprobeerd heel wat verschillende restaurants in NYC en deze was zeker de ergste."
1138,615180:1,"The food was not fresh, the sauces were bland and very oily.","Het eten was niet vers, de sauzen waren zacht en erg olieachtig."
1139,615180:2,It just wasn't Thai.,Het was gewoon niet Thais.
1140,620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,Ging naar Ottimo en verwachtte uitstekende pizza (zoals ik hou van La Pizza Fresca).
1141,620892:1,Was surprisingly disappointed.,Verrassend teleurgesteld.
1142,620892:2,Pizza was a little soggy.,Pizza was een beetje klef.
1143,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli was goed... maar ik moet zeggen dat ik alles een beetje te duur vond.
1144,620892:4,Not enough wines by the glass either.,Ook niet genoeg wijn bij het glas.
1145,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",De service was echter uitstekend... en ik hield erg van de omgeving/sfeer.
1146,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","Voedsel was gewoon gemiddeld... als ze de prijzen een beetje verlagen, zou het een grotere gelijkspel zijn."
1147,624715:0,This place is a great bargain.,Deze plek is een grote koopje.
1148,624715:1,Authentic Pakistani food.,Authentisch Pakistaans eten.
1149,624715:2,People are always friendly.,Mensen zijn altijd vriendelijk.
1150,624715:3,Don't waste money on decor.,Verspil geen geld aan decor.
1151,624715:4,"Just straight up cheap, good food.","Gewoon goedkoop, goed eten."
1152,626269:0,Faan is sooo good.,Faan is zo goed.
1153,626269:1,The best pad thai i've ever had.,Het beste pad dat ik ooit heb gehad.
1154,626269:2,The design and atmosphere is just as good.,Het ontwerp en de atmosfeer zijn net zo goed.
1155,626269:3,bottles of wine are cheap and good.,flessen wijn zijn goedkoop en goed.
1156,626269:4,What more could you want?,Wat wil je nog meer?
1157,630914:0,The food was actually aweful.,Het eten was eigenlijk vreselijk.
1158,630914:1,I'm not picky - but it was actually gross.,"Ik ben niet kieskeurig, maar het was echt smerig."
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","De mosselen waren de meest visachtige dingen die ik ooit geproefd heb, de zeebaars waren saai, de geitenkaas miste de geitenkaas, de wimpel en kip met botten erin...Het was walgelijk."
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.","Mooie sfeer, de service was erg aangenaam en de woestijn was goed."
1161,630914:4,Wouldn't recomend it for dinner!,Ik zou het niet opnieuw aanbevelen voor het diner!
1162,632121:0,This is the perfect date spot for Williamsburg couples.,Dit is de perfecte date plek voor Williamsburg koppels.
1163,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,De jukebox speelt alles van Italiaanse Opera tot The Strokes.
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.","Het eten is geweldig, rijke pastas en verse deeghy pizza."
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","Het beste van alles is de warme vibe, de eigenaar is super vriendelijk en service is snel."
1166,632121:4,"If only they delivered, they'd make a mint!","Als ze maar zouden leveren, zouden ze een munt maken!"
1167,657129:0,go here for the drinks!,Ga hier voor de drankjes!
1168,657129:1,esp. during happy hour!,esp. tijdens happy hour!
1169,657129:2,enough said!,Genoeg gezegd!
1170,657129:3,the drinks are amazing and half off till 8pm.,De drankjes zijn geweldig en half uit tot 8pm.
1171,657129:4,"Ask for Usha, the nicest bartender in manhattan.","Vraag naar Usha, de aardigste barkeeper in Manhattan."
1172,657129:5,My fav was the sassy lassi...,Mijn favoriet was de pittige meid...
1173,680345:0,This is an amazing place to try some roti rolls.,Dit is een geweldige plek om wat roti broodjes te proberen.
1174,680345:1,I really recommend the very simple Unda (Egg) rolls.,Ik raad de eenvoudige Unda (Egg) broodjes aan.
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.","specerijen, uien, eieren en een lekkere roti."
1176,680345:3,Amazing!,Geweldig.
1177,680390:0,"Toons has recently been redone, so it's now a very attractive space.","Toons is onlangs opnieuw gebouwd, dus het is nu een zeer aantrekkelijke ruimte."
1178,680390:1,The food's as good as ever.,Het eten is zo goed als altijd.
1179,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.","In een gebied waar helaas geen fatsoenlijk Thais eten is, is dit een van de beste plekken."
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.","Ik ben hier gisteravond geweest. Mooi decor, goede service, maar het eten was verrassend goed."
1181,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","De porties zijn groot, dus het zou goed zijn om drie dingen te bestellen om te splitsen (in plaats van een voorgerecht en entree per persoon) voor twee mensen."
1182,682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","Tussen alle nieuwe 5th Avenue restaurants, dit biedt verreweg een van de beste waarden voor uw geld."
1183,682250:3,Can't wait to go back.,Ik kan niet wachten om terug te gaan.
1184,682391:0,Best drumsticks over rice and sour spicy soup in town!,Beste drumsticks boven rijst en zure pittige soep in de stad!
1185,682391:1,Beef noodle soup is good as well.,Soep met gehakt is ook goed.
1186,682391:2,The service is good and the resturant is clean.,De service is goed en de Resturant is schoon.
1187,682391:3,Best Taiwanese food in NY!,Het beste Taiwanese eten in NY!
1188,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Ik ben de afgelopen drie jaar waarschijnlijk 15-keer bij Rao geweest en het wordt steeds beter.
1189,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.","Voor degenen die er een keer niet van genieten, kan ik alleen maar zeggen dat ze het niet begrijpen."
1190,707917:2,Rao's has the best service and atmosphere in NYC.,Rao's heeft de beste service en sfeer in NYC.
1191,707917:3,Good luck getting a table.,Veel geluk met een tafel.
1192,709294:0,My roommate and I LOVE this place.,Mijn kamergenoot en ik houden van deze plek.
1193,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","We hebben onlangs besloten om deze locatie te proberen, en naar ons genoegen, hebben ze openlucht zitplaatsen, perfect sinds ik mijn yorkie met mij had."
1194,709294:2,Indoor was very cozy and cute.,Het was erg gezellig en leuk.
1195,709294:3,"The portion sizes here are huge, and the sushi is good.",De porties hier zijn enorm en de sushi is goed.
1196,709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.","Hoewel het niet Nobu is, is het zeker een grote deal en je zult zeker verlaten gevoel voldaan en vol."
1197,709294:5,Staff is very accomodating.,Het personeel is zeer geschikt.
1198,713152:0,"Excellent dumplings served amid clean, chic decor.","Uitstekende knoedels geserveerd tussen schone, chique decor."
1199,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.","Ik heb de'10-delige dim sum combo', elke hap was geweldig."
1200,713152:2,But $1 for each small piece???,Maar $1 voor elk klein stukje??
1201,713152:3,Not worth it.,Dat is het niet.
1202,713152:4,I won't go back unless someone else is footing the bill.,Ik ga niet terug tenzij iemand anders de rekening betaalt.
1203,717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,Ik kwam hier met mijn vriend voor onze trouwdag omdat het hem zeer werd aanbevolen door een vriend.
1204,717570:1,The decor is very simple but comfortable.,De inrichting is heel eenvoudig maar comfortabel.
1205,717570:2,The food was delicious but do not come here on a empty stomach.,"Het eten was heerlijk, maar kom hier niet met een lege maag."
1206,717570:3,The portions are small but being that the food was so good makes up for that.,"De porties zijn klein, maar omdat het eten zo goed was, maakt dat goed."
1207,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,Je moet de crabvlees lasagne hebben die uit deze wereld is en de chocolade brood pudding als dessert.
1208,717570:5,The staff there is very attentive and down to earth.,Het personeel daar is zeer attent en naar beneden naar de aarde.
1209,717570:6,I loved it and would go again.,Ik vond het geweldig en zou het weer doen.
1210,720418:0,Great Indian food and the service is incredible.,Groot Indiaas eten en de service is ongelooflijk.
1211,720418:1,The owner truly caters to all your needs.,De eigenaar voldoet echt aan al uw behoeften.
1212,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.","Toen de familie binnenkwam gaf hij ze apps om hun palet te testen, en toen bestelde hij voor hen."
1213,720418:3,Everyone was more then happy with his choices.,Iedereen was meer dan blij met zijn keuzes.
1214,720418:4,Great food and the prices are very reasonable.,Groot eten en de prijzen zijn zeer redelijk.
1215,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","De Chinese vertaling van deze plek betekent niet Big Wong, maar'Great Prosperity'."
1216,720620:1,The food here does a great service to the name (Cantonese that is...).,Het eten hier doet een grote dienst aan de naam (Cantonees dat is...).
1217,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,Ik werd verliefd op de eiernoedels in de bouillon met garnalenknoedels en plakjes BBQ geroosterd varkensvlees.
1218,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,Dit gerecht is mijn favoriet en ik krijg het altijd als ik er heen ga en er nooit genoeg van krijg.
1219,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","Probeer de congee en de donut als gefrituurde deeg die ze Ow Ley Soh noemen, een heerlijk en zoet smakend brood."
1220,720620:5,Simply some good tasting Chinese food at incredible prices...,Gewoon wat goed Chinees eten proeven tegen ongelooflijke prijzen...
1221,720620:6,Service is not what you are coming here for...,Service is niet waar je voor komt...
1222,720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,Zorg ervoor dat mijn ijswater vol blijft en mijn thee ketel gevuld is met hete thee en dat is alles wat ik nodig heb...
1223,720620:8,Big Wong is a great place to eat and fill your stomach.,Big Wong is een geweldige plek om te eten en je maag te vullen.
1224,735448:0,this place... we stumbled upon it on labor day weekend.,deze plek...We vonden het tijdens het arbeidsdag weekend.
1225,735448:1,"whoever the jazz duo was, they were on POINT.","Wie het jazz duo ook was, ze waren op POINT."
1226,735448:2,"good music, great food, speedy service affordable prices.","goede muziek, geweldig eten, snelle service betaalbare prijzen."
1227,735448:3,even the wine by the glass was good.,Zelfs de wijn bij het glas was goed.
1228,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","Het is een beetje uit de weg als je niet in de buurt woont, maar zeker de reis waard van waar je ook bent."
1229,737999:0,Consistently good Japanese Tapas.,Consistent goede Japanse tapas.
1230,737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","Dezelfde eigenaar als de eigenaar van Typhoon, die net verderop op St. Marks en 1st Ave is."
1231,737999:2,Always good drinks and service is pretty good;,Altijd goede drankjes en service is vrij goed;
1232,737999:3,Atmosphere is nice and relaxed too...,Atmosfeer is ook lekker ontspannen...
1233,737999:4,A great place to meet up for some food and drinks...  ,Een geweldige plek om te ontmoeten voor wat eten en drinken...
1234,737999:5,Yakitori (bbq meats) is tasty too.,Yakitori (bbq vlees) is ook lekker.
1235,737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...","Het is ook verbonden aan Angel's Share, wat een coole, romantische bar is..."
1236,740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,We zijn net verhuisd naar de buurt en we hebben alle West Village Sushi restaurants geprobeerd.
1237,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","Als je he t niet erg vindt om gesneden vis van lage kwaliteit, onvriendelijk personeel en een sushi chef die eruit ziet alsof hij ongelukkig is dan is dit jouw plek."
1238,740923:2,Price and quality of fish alone will keep us from making a return visit.,De prijs en de kwaliteit van de vis alleen zal ons weerhouden van een retourbezoek.
1239,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"Ik wilde niet delen, maar ik voel me verplicht... tijdens he t eten in de sushi bar... zagen we hoe de chef per ongeluk een stuk Unagi op de grond liet vallen... en toen hij het van de vloer haalde... gebruikte hij het stuk in de bestelling die hij voorbereidde."
1240,740923:4,No thanks!!!,Nee bedankt!!!
1241,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!","Deze plek, die slechts een paar maanden oud is, is misschien het grootste geheim van Queens."
1242,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","Een prachtig decor geeft je het gevoel dat je in een trendy Manhattan restaurant zit, heel goed eten, goedkoop geprijsd, algemeen vriendelijk personeel, en als je een Manhattanite bent, of het grootste deel van je tijd doorbrengt in Manhattan, zal Rice Avenue je thuis laten voelen.....zeer Soho/Village/Upper West Side minus de dure prijzen en pretentieuze klanten.....op Roosevelt Avenue!"
1243,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,We zaten buiten en de ober morste rode wijn en hete thee op mij en mijn date.
1244,746254:1,We were then shooed inside.,We werden toen naar binnen geschoten.
1245,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","Men zou denken d a t we excuses zouden krijgen of gratis drankjes. In plaats daarvan, kregen we een snobistische ober die niet eens onze bestelling voor 15-minuten wilde aannemen en gaf ons lip toen we hem dat vroegen."
1246,746254:3,"We left, never to return.","We zijn vertrokken, nooit meer terug."
1247,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","Met zo veel goede restaurants op de UWS, heb ik geen dure voedsel nodig, absurde arrogante hulpbehoevenden die niet weten dat ze werken in een verheerlijkte eettent, onhandige service en management dat er niet om geeft."
1248,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,Ik ben relatief nieuw in het gebied en probeerde Pick een bgel op de 2de en was teleurgesteld met de service en ik dacht dat het voedsel was overated en aan de prijzige kant.
1249,751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,"Als u in de buurt bent, probeer dan de Bagel Shoppe op 74th Street, dat is drie blokken verder op 2nd Ave."
1250,751493:2,"Great bagels, spreads and a good place to hang out in.","Grote bagels, spreads en een goede plek om rond te hangen."
1251,754495:0,You fellas above says its the best Taiwanese restaurant in town.,Jullie zeggen dat het het beste Taiwanese restaurant in de stad is.
1252,754495:1,However it is the ONLY Taiwanese restaurant in town.,Het is echter het enige Taiwanese restaurant in de stad.
1253,754495:2,The food is okay and the prices here are mediocre.,Het eten is goed en de prijzen hier zijn middelmatig.
1254,754495:3,You can't say its cheap because food is cheaper in Chinatown.,Je kunt niet zeggen dat het goedkoop is omdat eten goedkoper is in Chinatown.
1255,754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","Het zijn betere Taiwanese restaurants en ze zijn gevestigd in Flushing, Queens."
1256,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's heeft vast voedsel en een mooi decor tegen redelijke prijzen.
1257,757762:1,The only problem is that the manager is a complete incompetent.,Het enige probleem is dat de manager compleet incompetent is.
1258,757762:2,He offers subpar service and has no personality.,Hij biedt ondermaatse service en heeft geen persoonlijkheid.
1259,757762:3,"In fact, it appears he is going to go postal at any moment.",Het lijkt erop dat hij op elk moment doordraait.
1260,757762:4,Skip this location and go to the one in Soho.,Sla deze locatie over en ga naar die in Soho.
1261,757762:5,There is no excuse for such lousy service!,Er is geen excuus voor zo'n waardeloze service!
1262,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,Ik heb nog nooit veertig stukken van relatief goede nigiri gegeten.
1263,758263:1,Stuffing yourself with Japanese food is a rare thing.,Jezelf vullen met Japans eten is zeldzaam.
1264,758263:2,You can do it here.,Je kunt het hier doen.
1265,758263:3,$20 for all you can eat sushi cannot be beaten.,Met twintig dollar kun je sushi niet verslaan.
1266,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","Ik ging naar Areo op een zondagmiddag met vier van mijn vriendinnen, en bracht daar drie plezierige uren door."
1267,759781:1,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","Het restaurant was eerst ingepakt, dus wachtten we ongeveer twintig minuten aan de bar voordat we gingen zitten."
1268,759781:2,"Most of the servers are very attentive, friendly and quite attractive.","De meeste servers zijn zeer attent, vriendelijk en vrij aantrekkelijk."
1269,759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.","De sfeer was meestal van een oudere menigte, maar er waren ook een paar groepen van mid-20's/30 jaar oud."
1270,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!","De sfeer is zeer ontspannen en gezellig, service was geweldig en het eten was uitstekend!"
1271,759781:5,Me and my girls will definitely go back.,Ik en mijn meisjes gaan zeker terug.
1272,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Het eten was lekker en het uitzicht op de New York City Skinine was geweldig zelfs op een mistige regenachtige dag als die van toen ik wegging.
1273,773720:1,I would highly recommand requesting a table by the window.,Ik zou graag een tafel bij het raam willen vragen.
1274,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,Hoewel ze het typische wat voor soort water zou je graag vragen de dienst was goed en over het algemeen zeer ontspannen om te eten.
1275,872763:0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.","Ik heb een paar keer gegeten bij Pizza Gruppo, maar vaker bestel ik bezorging."
1276,872763:1,The food is great.,Het eten is geweldig.
1277,872763:2,Personal pans are the perfect size for those hungry nights.,Persoonlijke pannen zijn de perfecte maat voor die hongerige nachten.
1278,872763:3,I heartily recommend.,Ik raad het aan.
1279,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,Er is een nadeel als je bestelt in... de bezorgers hebben een MAJOR houding.
1280,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,Ik heb nog nooit zulke dramatische bezorgers gehad (veel hijgen en hijgen en mompelen onder adem b/c ik woon in een walkup) die altijd teleurgesteld lijken te zijn met hun fooien.
1281,872763:6,"Hey, I think $2+ for a 5 block walk ain't bad.","Hé, ik denk dat $2+ voor een wandeling van vijf blokken niet slecht is."
1282,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",Ik hou van de scène als eerste. De plek heeft een karakter en een mooi licht.
1283,875139:1,The pizza was pretty good and huge.,De pizza was vrij goed en groot.
1284,875139:2,The price very reasonable.,De prijs is zeer redelijk.
