,sentence_id,en,es
973,493514:1,I cannot imagine better Indian food in all of the city.,No puedo imaginar una mejor comida india en toda la ciudad.
974,493514:2,I cannot imagine you not rushing out to eat there.,No puedo creer que no hayas salido a cenar.
975,494850:0,This restaurant used to be our regular Thursday night dinner location.,Este restaurante solía ser nuestro lugar habitual para cenar los jueves por la noche.
976,494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",Tanto los cocineros como el personal han cambiado en los últimos tres meses y la situación no ha mejorado.
977,494850:2,I wish they would change back to what it was before.,Espero que vuelvan a ser como antes.
978,494850:3,The food now is inconsistent.,La comida no es uniforme.
979,496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,"Es un lugar al que quieres llevar a todos tus amigos, pero aún así debes guardar un secreto."
980,496132:1,The setting is casual and romantic.,Qué romántico.
981,496132:2,Prices are very good.,El precio es bueno.
982,496132:3,The food is excellent! ,¡La comida está deliciosa!
983,496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!","Si tienes agallas, prueba el vinagre y el helado."
984,498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.","No importa lo que digan, no vayan a comer hamburguesas."
985,498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"Son unos mentirosos (cuatro bollos de carne de 8,95 dólares), no vale la pena intentarlo."
986,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","El resto de los aperitivos, aunque son caros según las normas chinas, valen la pena."
987,498657:3,Steamed fresh so brought hot hot hot to your table.,La evaporación es fresca y caliente para tu mesa.
988,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","La espera de aperitivos es larga, pero si no te gusta compartir la Mesa, o si no te gusta la típica atmósfera de aperitivos ruidosos, es una opción resbaladiza."
989,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.","No comas pastel de zanahoria, bollos de cerdo y cucharas de huevo."
990,498657:6,These are overpriced and you can get better just around the corner:,Estos precios son muy altos y vas a estar bien.
991,498657:7,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,"1) venta de tortas de zanahoria en un puesto al este de la calle Mort, al sur de Bayard"
992,498657:8,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,"2) en cualquier panadería situada al oeste de la calle Mort, al sur del Canal, se pueden comprar cucharas de huevo y bollos de cerdo."
993,503807:0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,"Después de un tiempo en este restaurante, finalmente decidí entrar a cenar."
994,503807:1,I was pleasantly suprised.,Me sorprendió enterarme.
995,503807:2,The food was exceptional.,La comida es especial.
996,503807:3,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",El menú estándar incluía el Bazar.
997,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","Escogí un plato especial, jamón de cordero asado, muy bueno."
998,503807:5,The service was friendly and the atmosphere was casual.,El servicio es cordial.
999,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"Hay un poco de ruido en este restaurante, pero una vez que te sientas y disfrutas de una buena cena, se puede pasar por alto."
1000,505535:0,this little place has a cute interior decor and affordable city prices.,Este pequeño lugar tiene lindas decoraciones de interiores y un buen precio urbano.
1001,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.","El pollo PAD seew es delicioso, pero el Pad thai es muy grasoso."
1002,505535:2,i would just ask for no oil next time.,"La próxima vez, sólo pido que no haya aceite."
1003,507755:0,"Have eaten at Ginger House several times, and it's always good.",Comí un par de veces en la casa de Kang y siempre estuvo delicioso.
1004,507755:1,The fried dumplings are GREAT!,¡Los ravioles están deliciosos!
1005,507755:2,Finally a reliable Chinese restaurant!,¡Por fin hay un restaurante chino confiable!
1006,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,Este lugar sería mejor si estuviera dirigido por un equipo que realmente conociera el servicio al cliente.
1007,507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.","Lo único que puedes hacer aquí es entrar a comer.Pero planear un evento, especialmente un pequeño, íntimo, olvídelo."
1008,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","¡No tienen ninguna ayuda, te darán una gran oportunidad de correr alrededor, así que cuando la fecha de la campaña empiece, no sólo lamentarás haber elegido este lugar, sino que también te volverás hostil!"
1009,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.","En este restaurante nadie da una respuesta clara a nada y, por último, nadie es responsable de nada."
1010,507844:4,"Terrible, terrible management - deserves to be shut-down.","Mal, mal manejo - debería estar cerrado."
1011,507937:0,Never fails to please.,Siempre tienes que ser agradable.
1012,507937:1,"delicious bagels, especially when right out of the oven.","Deliciosos bagels, sobre todo cuando salen del horno."
1013,507937:2,Spreads and toppings are great - though a bit pricey.,"La tienda y el riego están bien, aunque son un poco caros."
1014,507937:3,Service is fast and friendly.,"Servicio rápido, entusiasmo."
1015,507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",La única desventaja es que no pueden hornear tus bagels ni hacer huevos para ellos.
1016,507937:5,But that is highly forgivable.,Pero eso es imperdonable.
1017,509227:0,"Been there, done that, and New York, it's not that big a deal.","He estado allí, he estado en Nueva York, no es gran cosa."
1018,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","En el mejor de los casos, la comida es decente, el medio ambiente, um, es una cuestión de opinión, algunos pueden pensar que es una cosa dulce, creo que es sólo molesto."
1019,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","Si las celebridades te hacen sudar, puedes ir a dar un paseo, pero si te gustan estos lugares, sólo bostezas y te preguntas de qué sirve la propaganda."
1020,509227:3,"Rao is a good restaurant, but it's nothing special.","La vida es un buen restaurante, pero nada especial."
1021,511290:0,I've eaten at many different Indian restaurants.,He comido en muchos restaurantes hindúes diferentes.
1022,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.","Pero después de anoche, sólo comí comida india en una barbacoa de especias."
1023,511290:2,You must try the shrimp appetizers.,Debes probar el aperitivo de camarones.
1024,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,Ni siquiera mis amigos indios pueden creer lo bueno que es todo.
1025,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,Haz que tu personal y tus invitados crean que este es un buen lugar.
1026,512294:0,"Great food, great prices, great service.","Buena comida, buen precio, buen servicio."
1027,512294:1,"If you are looking for a good quality, cheap eats - this is the place.","Si estás buscando una comida de buena calidad y barata, es tu elección."
1028,512925:0,it's a perfect place to have a amanzing indian food.,Es un buen lugar para comer una comida india deliciosa.
1029,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,Realmente me gusta que Cheff le dé a la comida diferentes vibraciones.
1030,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","¡Cenar en un lugar romántico y acogedor es bueno, el servicio es perfecto... Están locos, no queremos vivir en este lugar!"
1031,513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.","Me gustan los bagels, pero vivo en el West Side, así que suelo ir a la casa de Maury a comprar comodidades."
1032,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","Sus bagels son buenos, pero están un poco demasiado cocidos y no son realmente una experiencia ""especial"" de bagels."
1033,513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.","Es mejor que una pastelería en la esquina, pero no creo que valga la pena."
1034,513395:3,Also a little more expensive than your average bagel place.,Es un poco más cara que la típica tienda de galletas.
1035,513521:0,Great bagels made the old-fashioned way.,Los bagels se hacen a la antigua usanza.
1036,513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,El aperitivo de este plato es tan bueno como el de Zabal Barney greenggrass y su precio es justo (si se compra en libras esterlinas).
1037,513521:2,Drawbacks: service is slow and they don't toast!,"¡Servicio lento, no brindis!"
1038,519425:0,The food was absolutely amazing!!,¡La comida es muy buena!
1039,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,¡El pulpo de almeja asada que preparamos juntos para el aperitivo es el mejor que hemos comido!
1040,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",¡El cordero es tierno y el postre es maravilloso!
1041,519425:3,The waiter was attentive.,El camarero es muy amable.
1042,519425:4,The place itself is beautiful the bar scene seems to be happening.,La vista de este lugar en sí mismo es muy bonita.
1043,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","La cena de 2002 en el Centro de la ciudad - restaurada en Prix: el aperitivo está bien, el camarero me dio un mal consejo... Para probar algo de patatas que sea lo mejor."
1044,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","El plato principal es pequeño, yo comí salmón y mi novia comió pollo."
1045,521916:2,Dessert is a joke...dont bother,El postre es una broma.
1046,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","Todos reciben el mismo trato, ya sea virgen o visitante habitual por semana, y cuando el servicio es tan amable, no se puede pedir más."
1047,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","Este restaurante da a la gente la sensación de que el hambre en el tercer mundo puede resolverse sólo con una ternera pequeña, sobre todo si es enorme."
1048,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","La pasta anti - espagueti es buena, sobre todo calamar y espagueti relleno."
1049,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,La lista de vinos es muy amplia y puede aumentar fácilmente una comida a un precio razonable.
1050,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","Sin embargo, cualquier controversia sobre las cuentas se compensa con un vaso de vino, que es la cortesía de la familia..."
1051,528251:0,Fantastic place.,Buen lugar.
1052,528251:1,Cute and decorative.,Lindo y decorativo.
1053,528251:2,A pleasant surprise.,Qué agradable sorpresa.
1054,528251:3,Go there to relax and feel like your somewhere else.,"Ve allí y relájate, te sentirás como en otro lugar."
1055,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike es un buen lugar para descansar y comer.
1056,530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.","Sí, el público puede ser más serio, pero no debería."
1057,530517:2,"Great food, great decor, great service.","Buena comida, buena decoración, un buen servicio."
1058,530517:3,I recommend it!,¡Lo recomiendo!
1059,530517:4,Just ignore the trendy wannabes.,No le hagas caso a la gente elegante.
1060,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","¡Es el mejor lugar para conocer amigos, almorzar, cenar, beber antes o después del espectáculo!"
1061,535086:1,(Always ask the bartender for the SEASONAL beer!!!,¡Siempre pide cerveza de temporada al cantinero!
1062,535086:2,Guaranteed to be a tasty experience!),¡Que sea una experiencia deliciosa!
1063,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,El lugar perfecto para una fiesta de vacaciones es con un colega o amigo que no has visto desde hace mucho tiempo.
1064,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"¡He trabajado en una Cervecería cardíaca por más de cinco años, y nunca me he decepcionado!"
1065,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,¡Toda la gente que traje allí regresará sola con sus amigos!
1066,535086:6,Go there once and oh yes...you will go back...you will...,"Una vez allí, oh, sí... Vas a volver... Vas a..."
1067,535171:0,What a great place!,¡Qué lugar tan bonito!
1068,535171:1,Not the typical NYC gimmick theme restaurant.,No el típico Restaurante temático de la ciudad de Nueva York.
1069,535171:2,"A cool bar with great food, and tons of excellent beer.","Un bar genial, con comida deliciosa y mucha cerveza de calidad."
1070,535171:3,And even with it's Pub atmosphere they were great to my kids too!,"¡Incluso en el bar, son buenos con mis hijos!"
1071,535171:4,Loved it!,¡Me encanta!
1072,535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.","De los cientos de restaurantes italianos de Queens, éste es el mejor."
1073,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,Los camarones saben bien y los insectos son buenos.
1074,535248:2,It is expensive but well worth the money.,"Es caro, pero valioso."
1075,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","Si te arriesgas a salir de Manhattan, no parece que puedas encontrar un buen restaurante italiano y conducir a Corona."
1076,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,Lo único mejor que la comida es el servicio.
1077,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,Lo único que el camarero no hace por ti es limpiarte la mandíbula cuando te vayas.
1078,536919:2,Wonderful at holiday time.,Buenas vacaciones.
1079,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,"Un ambiente romántico, como mucho, alrededor de las 15 mesas."
1080,541532:1,Service was very prompt but slightly rushed.,"El servicio es puntual, pero con un poco de prisa."
1081,541532:2,"Food was very good, but not what I would consider out of this world.","La comida es buena, pero no es lo que pensaba."
1082,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,"Ir a cenar aquí una cena romántica, pero no ir a disfrutar de una comida increíble."
1083,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"Cuando llegamos, mis amigos y yo estábamos sorprendidos, todos hablaban italiano."
1084,553097:1,Too bad the food wasn't of the same heritage.,"Lamentablemente, la comida no es la misma tradición."
1085,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","El espagueti no sabe a hongos portini, ni el tagliatell, marisco."
1086,553097:3,A real dissapointment.,Una verdadera decepción.
1087,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,"Pero no es una adición: un tiramisú, no es nada como lo que he comido antes."
1088,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"Se supone que lo llamen ""papas fritas de chocolate Mascarpone"" bien, pero muy lejos del significado del nombre."
1089,553097:6,Priced at upper intermediate range.,El precio está entre medio y alto.
1090,555734:0,I really liked this place.,Me gusta mucho este lugar.
1091,555734:1,"Everything I had was good, and I'm a eater.",Yo como muy bien y soy un hombre que come.
1092,555734:2,It was pretty inexpensive too.,También es barato.
1093,558423:0,This place has the best Chinese style BBQ ribs in the city.,Este lugar tiene las mejores costillas de barbacoa de la ciudad.
1094,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,También recomiendo el arroz o diferentes tipos de avena.
1095,558423:2,It's great to go for a quick lunch either alone or with a friend.,Es muy bueno ir a cenar a solas o con amigos.
1096,558423:3,It's definately not a place to go if you want to impress someone.,No es un buen lugar para impresionar a la gente.
1097,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","Pero si quieres una buena comida y no te importa el color, no eres mejor que este lugar."
1098,558423:5,Quick and friendly service.,Servicio rápido y entusiasta.
1099,558423:6,This is one of the best comfort food places in the city.,Este es uno de los restaurantes más cómodos de la ciudad.
1100,558423:7,It's somewhere you can eat and be happy.,Allí puedes comer bien.
1101,561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","Cuando el ruido y la congestión alrededor de la oficina me ponen nervioso, voy al café St. Bart."
1102,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",Cuando estás sentado en su restaurante principal (donde hay un gran techo pintado a mano) nunca sabes que hay un mundo afuera.
1103,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.","La comida es deliciosa, profesional y apasionada."
1104,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.","No puedo esperar a que llegue el verano, están sirviendo en el inmenso pozo."
1105,561054:4,Ahhh...,"Ah, sí..."
1106,565344:0,I recently tried Suan and I thought that it was great.,Lo intenté recientemente con Suan y me pareció genial.
1107,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"Este pequeño lugar está por encima de mis expectativas, y seguramente podrás comprar mucha comida con tu dinero."
1108,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"El servicio es rápido, amistoso, la comida es muy buena, tienen la mejor salsa picante en su comida."
1109,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,"Debo decir que estoy feliz de sorprenderme, y si estoy cerca, probablemente vuelva a visitarla."
1110,571962:0,They all know you.,Todos te conocen.
1111,571962:1,Good food.,Está bueno.
1112,571962:2,Good drink.,Buen vino.
1113,571962:3,How do you rate home?,¿Qué te parece la casa?
1114,578016:0,I have never had cheescake like this.,Nunca he comido un queso como este.
1115,578016:1,I thought I had died and gone to heaven.,Pensé que estaba muerto y que había ido al cielo.
1116,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",Un buen lugar para beber o una cena tranquila.
1117,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"En Invierno cálido y amistoso, al aire libre durante meses cálidos, los asientos son muy buenos."
1118,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,La comida es buena y el vino que eligen tiene un precio razonable.
1119,584025:3,Have been several times and it never dissapoints.,Ha pasado un par de veces y nunca ha desaparecido.
1120,608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.","Habiendo escuchado muchas buenas noticias sobre este restaurante, pasamos por aquí todos los días y decidimos intentarlo."
1121,608500:1,We were less than impressed.,No estamos impresionados.
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","Aunque el ambiente y el ambiente eran buenos, los alimentos y los servicios podrían haber sido mejores."
1123,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","Pedimos pollo a la sartén, pero nos dieron un poco de pollo, todo de carne negra y huesos."
1124,608500:4,Probably would not go again...,Tal vez no vuelva a ir...
1125,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.","He estado en Safar dos veces, y las dos están deliciosas, si no."
1126,610611:1,"stick with the chicken, beef, and lamb dishes.","Sigue comiendo pollo, carne de res y cordero."
1127,610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,"Normalmente no pido vino indio, así que no puedo comentar sus vinos o vinos."
1128,610611:3,instead ordered an ice cold beer which to me works with indian.,"En lugar de eso, pedí una cerveza fría, que me resultó muy útil para los indios."
1129,610611:4,"service is friendly, and never had a problem walking in and getting a table.",No hay problema en ir a la Mesa.
1130,610611:5,i would recommend reservations on weekends though.,"No obstante, sugiero reservar el fin de semana."
1131,610611:6,skip dessert.,No comas postre.
1132,611117:0,Best Reuben sandwich ever!,¡El mejor sándwich de Rubén!
1133,611117:1,A classic!,¡Clásico!
1134,611117:2,Don't miss Bloom's on your next trip to Manhatten.,No te pierdas el próximo viaje de Bloom a Manhattan.
1135,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",Este fue el primer lugar donde fuimos a comer a Nueva York y el último lugar donde nos quedaremos la próxima vez que salgamos de la ciudad.
1136,611117:4,Thanks Bloom's for a lovely trip.,Gracias a Bloom por un buen viaje.
1137,615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.","Como fan del tailandés, he probado muchos restaurantes diferentes en Nueva York, este es definitivamente el peor."
1138,615180:1,"The food was not fresh, the sauces were bland and very oily.","La comida no es fresca, la salsa es dulce y grasosa."
1139,615180:2,It just wasn't Thai.,No es comida tailandesa.
1140,620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,Ve a otimo y espera una buena pizza (porque me gustan los murales de la pizza).
1141,620892:1,Was surprisingly disappointed.,Una decepción inesperada.
1142,620892:2,Pizza was a little soggy.,La pizza está un poco mojada.
1143,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,Las albóndigas italianas son deliciosas... Pero debo decir que todo es un poco caro.
1144,620892:4,Not enough wines by the glass either.,No hay suficientes copas.
1145,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",Pero el servicio es bueno... Me gusta mucho el ambiente y la atmósfera.
1146,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","La comida es normal... Si rebajan un poco el precio, sería más atractivo."
1147,624715:0,This place is a great bargain.,Este lugar es rentable.
1148,624715:1,Authentic Pakistani food.,Comida pakistaní de verdad.
1149,624715:2,People are always friendly.,La gente siempre es amable.
1150,624715:3,Don't waste money on decor.,No desperdicies dinero en decoraciones.
1151,624715:4,"Just straight up cheap, good food.",Sólo es barato y delicioso.
1152,626269:0,Faan is sooo good.,Faan está bien.
1153,626269:1,The best pad thai i've ever had.,He comido el mejor colchón tailandés.
1154,626269:2,The design and atmosphere is just as good.,El diseño y el ambiente son buenos.
1155,626269:3,bottles of wine are cheap and good.,Unas botellas de vino son baratas y buenas.
1156,626269:4,What more could you want?,¿Qué más quieres?
1157,630914:0,The food was actually aweful.,La comida está muy buena.
1158,630914:1,I'm not picky - but it was actually gross.,"No soy exigente, pero en realidad es asqueroso."
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","Los mejillones son la cosa más asquerosa que he comido, los perchas son suaves, la ensalada de queso de cabra tiene menos queso de cabra, el pastel de pollo tiene huesos...Es asqueroso."
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.","Un buen ambiente, un buen servicio y un buen desierto."
1161,630914:4,Wouldn't recomend it for dinner!,¡No se recomienda para la cena!
1162,632121:0,This is the perfect date spot for Williamsburg couples.,Este es el mejor lugar para las citas de los Williamsburg.
1163,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,La rocola automática toca todo desde la ópera italiana hasta el pincel.
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.","La comida aquí es buena, hay pasta rica y pizza de masa fresca."
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.","Lo mejor es un ambiente agradable, el amo es muy amable y rápido."
1166,632121:4,"If only they delivered, they'd make a mint!","¡Si pueden entregar la mercancía, van a ganar mucho dinero!"
1167,657129:0,go here for the drinks!,¡Ve a tomar algo!
1168,657129:1,esp. during happy hour!,¡Especialmente en Tiempos felices!
1169,657129:2,enough said!,¡Ya basta!
1170,657129:3,the drinks are amazing and half off till 8pm.,"Bebe bien, para a las 8: 30 p.m."
1171,657129:4,"Ask for Usha, the nicest bartender in manhattan.","Busca a Usha, el mejor cantinero de Manhattan."
1172,657129:5,My fav was the sassy lassi...,Mi favorita es la chica de moda...
1173,680345:0,This is an amazing place to try some roti rolls.,Es un buen lugar para probar el rollo de Lottie.
1174,680345:1,I really recommend the very simple Unda (Egg) rolls.,Realmente recomiendo un rollo muy sencillo de la nada.
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.","Especias exquisitas, cebollas, huevos y una patada en el culo."
1176,680345:3,Amazing!,Tiene genio.
1177,680390:0,"Toons has recently been redone, so it's now a very attractive space.","El dibujo animado ha sido repetido recientemente, por lo que ahora es un espacio muy atractivo."
1178,680390:1,The food's as good as ever.,La comida es tan buena como siempre.
1179,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Esta es una de las mejores atracciones en una región que carece de alimentos tailandeses genuinos.
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.","Vino aquí anoche, decorado y servido bien, pero la comida fue asombrosa."
1181,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","El peso es grande, por lo que es mejor pedir tres comidas separadas (en vez de un aperitivo y un plato principal para cada uno)."
1182,682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","De todos los nuevos restaurantes de la Quinta avenida, éste es uno de los más caros hasta la fecha."
1183,682250:3,Can't wait to go back.,No puedo esperar a volver.
1184,682391:0,Best drumsticks over rice and sour spicy soup in town!,¡El mejor pollo del pueblo y la sopa agria!
1185,682391:1,Beef noodle soup is good as well.,La sopa de carne es buena.
1186,682391:2,The service is good and the resturant is clean.,El restaurante está muy limpio.
1187,682391:3,Best Taiwanese food in NY!,¡La mejor comida taiwanesa de Nueva York!
1188,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,"En los últimos tres años, he estado en el país unas 15 veces y la situación ha mejorado."
1189,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",Sólo puedo decir que no entienden a los que van una vez y no les gusta.
1190,707917:2,Rao's has the best service and atmosphere in NYC.,Rao tiene el mejor servicio y el mejor ambiente de Nueva York.
1191,707917:3,Good luck getting a table.,Espero que encuentres una mesa.
1192,709294:0,My roommate and I LOVE this place.,A mi compañero y a mí nos gusta este lugar.
1193,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",Nos alegra que hayan tenido asientos al aire libre y que hayan sido perfectos desde que llevé a York.
1194,709294:2,Indoor was very cozy and cute.,Es muy cómodo y lindo.
1195,709294:3,"The portion sizes here are huge, and the sushi is good.",Aquí hay mucho peso y buen sushi.
1196,709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.","Aunque no es Nobu, debe ser un gran trato, y sin duda te alegrarás y enriquecerás."
1197,709294:5,Staff is very accomodating.,El personal es sencillo.
1198,713152:0,"Excellent dumplings served amid clean, chic decor.","En una decoración limpia y elegante, se ofrece un delicioso dumplings."
1199,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.","Compré un bocadillo de 10 dólares, cada uno de ellos muy bueno."
1200,713152:2,But $1 for each small piece???,¿Pero cada pedazo cuesta un dólar?
1201,713152:3,Not worth it.,No vale la pena.
1202,713152:4,I won't go back unless someone else is footing the bill.,No voy a volver hasta que alguien pague.
1203,717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,Mi novio y yo asistimos a nuestro aniversario porque un amigo lo recomendó mucho.
1204,717570:1,The decor is very simple but comfortable.,"La decoración es sencilla, pero cómoda."
1205,717570:2,The food was delicious but do not come here on a empty stomach.,"La comida está buena, pero no la comadreja."
1206,717570:3,The portions are small but being that the food was so good makes up for that.,"La comida es muy pequeña, pero la comida es muy buena para compensar eso."
1207,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,Debes comer fideos de cangrejo y pudín de chocolate que no existen en el mundo como postre.
1208,717570:5,The staff there is very attentive and down to earth.,El personal allí es muy serio y realista.
1209,717570:6,I loved it and would go again.,Me gusta mucho y me voy de nuevo.
1210,720418:0,Great Indian food and the service is incredible.,La comida y los servicios indios son increíbles.
1211,720418:1,The owner truly caters to all your needs.,El propietario realmente satisface todas sus necesidades.
1212,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.","Cuando la familia entró, les dio algunas aplicaciones para probar su color y luego les encargó un pedido."
1213,720418:3,Everyone was more then happy with his choices.,Todos estaban contentos con su elección.
1214,720418:4,Great food and the prices are very reasonable.,La comida es buena y el precio es razonable.
1215,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","Obviamente, la traducción al chino de este lugar no se refiere al rey, sino a la gran prosperidad."
1216,720620:1,The food here does a great service to the name (Cantonese that is...).,Aquí la comida se adapta perfectamente a ese nombre.
1217,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,"Me enamoré de los huevos de la sopa de ternera, los ravioles de camarones y el asado."
1218,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,"Este plato es mi plato favorito, lo como cada vez que voy allí y nunca me canso."
